Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2008);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
30;28764;"Breast Cancer Research";journal;"1465542X, 14655411";2,897;Q1;149;183;434;7389;2237;403;5,19;40,38;United Kingdom;Western Europe;"BioMed Central Ltd.";"1999-2020";"Cancer Research (Q1); Oncology (Q1)"
31;29047;"New Journal of Physics";journal;"13672630";2,892;Q1;190;691;1039;24329;3644;1039;3,58;35,21;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1998-2020";"Physics and Astronomy (miscellaneous) (Q1)"
32;29482;"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics";journal;"03702693";2,853;Q1;283;940;2766;39761;11210;2757;4,29;42,30;Netherlands;Western Europe;"Elsevier";"1967-2020";"Nuclear and High Energy Physics (Q1)"
33;20276;"Ecography";journal;"16000587, 09067590";2,816;Q1;128;82;248;4417;1117;247;4,34;53,87;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
34;17466;"Neurobiology of Disease";journal;"1095953X, 09699961";2,748;Q1;166;195;759;10614;3346;660;4,28;54,43;United States;Northern America;"Academic Press Inc.";"1994-2020";"Neurology (Q1)"
35;12495;"Neoplasia";journal;"14765586, 15228002";2,712;Q1;129;151;362;7199;2005;360;5,42;47,68;United States;Northern America;"Neoplasia Press";"1999-2020";"Cancer Research (Q1)"
36;24674;"Oikos";journal;"16000706, 00301299";2,691;Q1;179;211;715;10813;2569;704;3,08;51,25;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
37;21003;"Environmental Health Perspectives";journal;"15529924, 00916765";2,595;Q1;282;409;1621;13066;6982;1084;4,27;31,95;United States;Northern America;"Public Health Services, US Dept of Health and Human Services";"1972-2020";"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
38;12429;"Molecular Cancer";journal;"14764598";2,594;Q1;126;93;199;4537;1039;195;5,60;48,78;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2020";"Cancer Research (Q1); Molecular Medicine (Q1); Oncology (Q1)"
39;5700191214;"Molecular Neurodegeneration";journal;"17501326";2,575;Q1;83;30;42;1169;170;42;4,05;38,97;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1)"
40;10600153309;"PLoS ONE";journal;"19326203";2,506;Q1;332;2707;1371;123831;5355;1371;3,91;45,74;United States;Northern America;"Public Library of Science";"2001, 2006-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
41;21724;"BMC Evolutionary Biology";journal;"14712148";2,480;Q1;122;344;457;20968;1973;456;4,24;60,95;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
42;17426;"DNA Research";journal;"17561663, 13402838";2,434;Q1;98;44;87;1733;374;85;3,94;39,39;United Kingdom;Western Europe;"Oxford University Press";"1994-2020";"Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
43;14551;"Diversity and Distributions";journal;"13669516, 14724642";2,426;Q1;118;105;238;5598;998;235;3,77;53,31;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1998-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
44;16794;"BMC Plant Biology";journal;"14712229";2,402;Q1;114;134;124;7487;534;124;4,40;55,87;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Plant Science (Q1)"
45;25846;"GSA Today";journal;"10525173";2,322;Q1;76;24;84;610;183;64;1,84;25,42;United States;Northern America;"Geological Society of America";"1991-2020";"Geology (Q1)"
46;21727;"BMC Genomics";journal;"14712164";2,287;Q1;167;683;996;35048;4430;996;4,27;51,31;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Biotechnology (Q1); Genetics (Q1)"
47;15852;"Journal of Cellular and Molecular Medicine";journal;"15821838, 15824934";2,283;Q1;130;245;295;15705;1701;272;4,88;64,10;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2000-2020";"Molecular Medicine (Q1); Cell Biology (Q2)"
48;25180;"Electrochemistry Communications";journal;"13882481";2,257;Q1;192;464;1103;9447;5230;1100;4,54;20,36;United States;Northern America;"Elsevier Inc.";"1999-2020";"Electrochemistry (Q1)"
49;24660;"Bulletin of the American Mathematical Society";journal;"02730979, 10889485";2,249;Q1;66;20;58;1243;152;53;2,70;62,15;United States;Northern America;"American Mathematical Society";"1891-2020";"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)"
50;4400151515;"Molecular Pain";journal;"17448069";2,243;Q1;83;67;116;3108;472;112;3,68;46,39;United Kingdom;Western Europe;"BioMed Central Ltd.";"2005-2020";"Anesthesiology and Pain Medicine (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Medicine (Q1)"
51;27592;"Arthritis Research and Therapy";journal;"14786354";2,234;Q1;150;215;640;9438;3409;608;4,92;43,90;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
52;4400151524;"Particle and Fibre Toxicology";journal;"17438977";2,227;Q1;98;22;38;762;315;38;6,19;34,64;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Toxicology (Q1)"
53;18410;"BMC Cell Biology";journal;"14712121";2,159;Q2;68;70;156;3179;482;154;3,28;45,41;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2018";"Cell Biology (Q2)"
54;6000195395;"Nuclear receptor signaling";journal;"15507629";2,130;Q1;33;10;12;959;41;12;3,42;95,90;United States;Northern America;"Nuclear Receptor Signaling Atlas";"2007-2016, 2018";"Medicine (miscellaneous) (Q1)"
55;7000153204;"Social Cognitive and Affective Neuroscience";journal;"17495024, 17495016";2,123;Q1;103;42;69;2114;237;64;3,43;50,33;United Kingdom;Western Europe;"Oxford University Press";"2006-2020";"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
56;20969;"Journal of Machine Learning Research";journal;"15337928, 15324435";2,121;Q1;230;102;348;3225;1703;346;3,64;31,62;United States;Northern America;"Microtome Publishing";"2001-2020";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Software (Q1); Statistics and Probability (Q1)"
57;70792;"Tellus, Series A: Dynamic Meteorology and Oceanography";journal;"16000870, 02806495";2,070;Q1;77;85;181;2849;397;174;1,99;33,52;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Atmospheric Science (Q1); Oceanography (Q1)"
58;13114;"BMC Developmental Biology";journal;"1471213X";2,063;Q1;76;120;233;6367;788;233;3,20;53,06;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Developmental Biology (Q1)"
59;9300153116;"Stem Cell Research";journal;"18735061, 18767753";2,046;Q1;65;14;9;550;19;8;2,11;39,29;United States;Northern America;"Elsevier";"2007-2020";"Medicine (miscellaneous) (Q1); Cell Biology (Q2); Developmental Biology (Q2)"
60;16592;"Plant Biotechnology Journal";journal;"14677644, 14677652";2,034;Q1;115;72;179;3940;903;176;4,95;54,72;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2004-2020";"Agronomy and Crop Science (Q1); Biotechnology (Q1); Plant Science (Q1)"
61;17269;"Studies in Mycology";journal;"01660616";2,017;Q1;95;20;68;958;263;64;3,98;47,90;Netherlands;Western Europe;"Westerdijk Fungal Biodiversity Institute";"1996, 1998-2000, 2002-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
62;27545;"European Physical Journal C";journal;"14346052, 14346044";1,974;Q1;198;336;1008;17225;3003;1001;3,06;51,26;Germany;Western Europe;"Springer New York";"1998-2020";"Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
63;13945;"Investigative Ophthalmology and Visual Science";journal;"01460404, 15525783";1,970;Q1;218;722;2082;29896;8277;2079;3,78;41,41;United States;Northern America;"Association for Research in Vision and Ophthalmology Inc.";"1976-2020";"Cellular and Molecular Neuroscience (Q1); Ophthalmology (Q1); Sensory Systems (Q1)"
64;145273;"Documenta Mathematica";journal;"14310635";1,962;Q1;32;24;45;588;41;45;0,88;24,50;Germany;Western Europe;"Deutsche Mathematiker Vereinigung";"2002-2020";"Mathematics (miscellaneous) (Q1)"
65;17929;"BMC Bioinformatics";journal;"14712105";1,951;Q1;208;712;1613;24300;6930;1599;4,06;34,13;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Applied Mathematics (Q1); Biochemistry (Q1); Computer Science Applications (Q1); Molecular Biology (Q2); Structural Biology (Q2)"
66;19622;"Archaea";journal;"14723646, 14723654";1,938;Q1;40;8;27;261;66;27;2,77;32,63;United States;Northern America;"Hindawi Publishing Corporation";"2002-2020";"Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Microbiology (Q1); Physiology (Q1)"
67;32805;"Tellus, Series B: Chemical and Physical Meteorology";journal;"02806509";1,935;Q1;103;61;181;2810;487;176;2,49;46,07;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Atmospheric Science (Q1)"
68;21100327967;"Trends in hearing";journal;"23312165";1,898;Q1;49;32;55;1428;119;42;1,62;44,63;United States;Northern America;"SAGE Publications Inc.";"2013-2020";"Otorhinolaryngology (Q1); Speech and Hearing (Q1)"
69;16833;"BMC Biochemistry";journal;"14712091";1,890;Q1;51;40;98;2280;275;98;3,06;57,00;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2019";"Biochemistry (Q1); Molecular Biology (Q2)"
70;130152;"Frontiers in Zoology";journal;"17429994";1,877;Q1;60;20;62;1112;231;61;3,33;55,60;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
71;130037;"Biogeosciences";journal;"17264189, 17264170";1,874;Q1;127;129;155;7766;554;155;3,33;60,20;Germany;Western Europe;"European Geosciences Union";"2004-2020";"Earth-Surface Processes (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
72;20912;"Environmental International";journal;"18736750, 01604120";1,874;Q1;191;136;396;7508;1624;391;3,78;55,21;United Kingdom;Western Europe;"Elsevier Ltd.";"1976-2020";"Environmental Science (miscellaneous) (Q1)"
73;27479;"Annals of Family Medicine";journal;"15441717, 15441709";1,864;Q1;113;125;375;2622;965;319;2,03;20,98;United States;Northern America;"Annals of Family Medicine, Inc";"2003-2020";"Family Practice (Q1)"
74;29187;"Cancer Science";journal;"13497006, 13479032";1,859;Q1;141;347;612;13804;2424;610;3,81;39,78;United States;Northern America;"Wiley-Blackwell";"2003-2020";"Cancer Research (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)"
75;21675;"Journal of Endovascular Therapy";journal;"15451550, 15266028";1,845;Q1;100;103;362;2284;1008;318;2,73;22,17;United States;Northern America;"SAGE Publications Inc.";"2000-2020";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
76;18640;"Respiratory Research";journal;"1465993X, 14659921";1,845;Q1;104;81;388;3374;1754;387;4,51;41,65;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Pulmonary and Respiratory Medicine (Q1)"
77;22452;"International Journal of Neuropsychopharmacology";journal;"14611457, 14695111";1,843;Q1;107;109;258;5846;1055;226;3,83;53,63;United Kingdom;Western Europe;"Oxford University Press";"1998-2020";"Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
78;17905;"Yeast";journal;"10970061, 0749503X";1,817;Q1;102;70;272;3247;733;269;2,72;46,39;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1985-2020";"Applied Microbiology and Biotechnology (Q1); Biochemistry (Q1); Bioengineering (Q1); Biotechnology (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1)"
79;22494;"Population Health Metrics";journal;"14787954";1,806;Q1;54;7;40;191;113;39;3,10;27,29;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Epidemiology (Q1); Public Health, Environmental and Occupational Health (Q1)"
80;23029;"Retrovirology";journal;"17424690";1,805;Q1;88;120;276;6582;996;250;3,72;54,85;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Infectious Diseases (Q1); Virology (Q1)"
81;26398;"Electronic Journal of Probability";journal;"10836489";1,790;Q1;53;79;163;1836;186;163;1,21;23,24;United States;Northern America;"Institute of Mathematical Statistics";"1996-2020";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
82;17398;"Current Issues in Molecular Biology";journal;"14673037, 14673045";1,784;Q1;53;7;30;468;131;30;3,76;66,86;United Kingdom;Western Europe;"Caister Academic Press";"1999-2021";"Medicine (miscellaneous) (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Molecular Biology (Q2)"
83;25981;"Hematology / the Education Program of the American Society of Hematology. American Society of Hematology. Education Program";journal;"15204383, 15204391";1,758;Q1;91;85;226;2127;1084;226;4,49;25,02;United States;Northern America;"American Society of Hematology";"2001-2019";"Hematology (Q1)"
84;23709;"Journal of Medical Internet Research";journal;"14394456, 14388871";1,747;Q1;142;56;127;2260;567;115;3,82;40,36;Canada;Northern America;"Journal of medical Internet Research";"1999-2020";"Health Informatics (Q1)"
85;29472;"Hydrology and Earth System Sciences";journal;"10275606, 16077938";1,726;Q1;133;104;268;4478;663;261;2,33;43,06;Germany;Western Europe;"European Geosciences Union";"1997-2020";"Earth and Planetary Sciences (miscellaneous) (Q1); Water Science and Technology (Q1)"
86;18473;"Cell Structure and Function";journal;"13473700, 03867196";1,701;Q1;61;21;50;554;108;50;2,27;26,38;Japan;Asiatic Region;"Japan Society for Cell Biology";"1975-2020";"Medicine (miscellaneous) (Q1); Physiology (Q1); Cell Biology (Q2); Molecular Biology (Q2)"
87;24330;"Journal of Artificial Intelligence Research";journal;"10769757";1,698;Q1;123;58;119;2481;583;119;4,65;42,78;United States;Northern America;"Morgan Kaufmann Publishers, Inc.";"1993, 1996-2020";"Artificial Intelligence (Q1)"
88;13119;"BMC Structural Biology";journal;"14726807";1,686;Q2;55;55;132;2640;331;132;2,28;48,00;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2019";"Structural Biology (Q2)"
89;14182;"NeuroSignals";journal;"14248638, 1424862X";1,675;Q1;67;18;69;1734;255;67;2,26;96,33;Switzerland;Western Europe;"Cell Physiol Biochem Press (Germany)";"1992-2019";"Developmental Neuroscience (Q1); Neurology (Q1); Cellular and Molecular Neuroscience (Q2)"
90;50032;"Journal of Neuroinflammation";journal;"17422094";1,662;Q1;112;53;92;3288;370;92;3,56;62,04;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Immunology (Q1); Neurology (Q1); Neuroscience (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q2)"
91;19961;"Molecular Medicine";journal;"10761551, 15283658";1,661;Q1;118;84;123;5345;464;122;3,78;63,63;United States;Northern America;"Feinstein Institute for Medical Research";"1994-2020";"Genetics (clinical) (Q1); Molecular Medicine (Q1); Genetics (Q2); Molecular Biology (Q2)"
92;23358;"BMC Neuroscience";journal;"14712202";1,655;Q1;98;145;281;7101;896;280;3,01;48,97;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Neuroscience (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q2)"
93;25441;"Cardiovascular Diabetology";journal;"14752840";1,644;Q1;75;36;84;1397;399;83;4,00;38,81;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2020";"Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
94;23825;"Journal of Atherosclerosis and Thrombosis";journal;"18803873, 13403478";1,634;Q1;73;49;152;1640;473;146;2,83;33,47;Japan;Asiatic Region;"Japan Atherosclerosis Society";"1994-1998, 2000-2020";"Biochemistry (medical) (Q1); Cardiology and Cardiovascular Medicine (Q1); Internal Medicine (Q1)"
95;6400153147;"Journal of Molecular Signaling";journal;"17502187";1,627;Q1;31;19;20;789;46;19;2,30;41,53;United Kingdom;Western Europe;"Ubiquity Press";"2006-2018, 2020";"Biochemistry (Q1); Cell Biology (Q2); Molecular Biology (Q2)"
96;23648;"Health Technology Assessment";journal;"20464924, 13665278";1,616;Q1;126;37;165;5661;791;165;4,27;153,00;United Kingdom;Western Europe;"National Co-ordinating Centre for HTA";"1994-2020";"Health Policy (Q1); Medicine (miscellaneous) (Q1)"
97;14875;"International Journal of Behavioral Nutrition and Physical Activity";journal;"14795868";1,613;Q1;117;68;124;2953;400;118;2,78;43,43;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
98;29914;"Critical Care";journal;"1466609X, 13648535";1,612;Q1;171;371;1031;10094;3206;731;3,17;27,21;United Kingdom;Western Europe;"BioMed Central Ltd.";"1998-2020";"Critical Care and Intensive Care Medicine (Q1)"
99;6400153153;"Plant Methods";journal;"17464811";1,605;Q1;70;28;47;828;146;43;2,94;29,57;United Kingdom;Western Europe;"BioMed Central Ltd.";"2005-2020";"Biotechnology (Q1); Plant Science (Q1); Genetics (Q2)"
100;19790;"Molecular Plant Pathology";journal;"13643703, 14646722";1,597;Q1;103;65;173;4491;678;173;3,44;69,09;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2000-2020";"Agronomy and Crop Science (Q1); Plant Science (Q1); Soil Science (Q1); Molecular Biology (Q2)"
101;16440;"Journal of Translational Medicine";journal;"14795876";1,592;Q1;109;80;169;3134;584;163;3,21;39,18;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
102;18485;"Cellular Oncology";journal;"15705870, 18758606";1,586;Q1;41;39;112;1025;297;85;2,82;26,28;Netherlands;Western Europe;"IOS Press";"2004-2010";"Medicine (miscellaneous) (Q1); Oncology (Q1); Cancer Research (Q2); Molecular Medicine (Q2)"
103;20913;"Bulletin of the World Health Organization";journal;"15640604, 00429686";1,584;Q1;168;231;671;3925;1720;491;2,25;16,99;Switzerland;Western Europe;"World Health Organization";"1945, 1949-2020";"Public Health, Environmental and Occupational Health (Q1)"
