Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2009);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
26;19700173023;"Living Reviews in Solar Physics";journal;"16144961, 23673648";3,239;Q1;57;4;6;1270;28;6;2,75;317,50;Switzerland;Western Europe;"Springer International Publishing AG";"2004-2020";"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)"
27;29047;"New Journal of Physics";journal;"13672630";3,194;Q1;190;819;1472;33376;5592;1462;3,67;40,75;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1998-2020";"Physics and Astronomy (miscellaneous) (Q1)"
28;20276;"Ecography";journal;"16000587, 09067590";3,192;Q1;128;111;255;6060;1375;253;4,46;54,59;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
29;20228;"Emerging Infectious Diseases";journal;"10806040, 10806059";3,168;Q1;226;543;1489;8702;8428;1047;5,13;16,03;United States;Northern America;"Centers for Disease Control and Prevention (CDC)";"1995-2020";"Epidemiology (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1)"
30;12862;"Optics Express";journal;"10944087";3,039;Q1;271;2567;5846;59780;27313;5838;4,64;23,29;United States;Northern America;"The Optical Society";"1997-2020";"Atomic and Molecular Physics, and Optics (Q1)"
31;145144;"Journal of Biology";journal;"14754924, 14785854";2,913;Q1;54;108;71;1691;332;70;3,51;15,66;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2010";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
32;29482;"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics";journal;"03702693";2,886;Q1;283;926;2753;36056;13349;2746;5,51;38,94;Netherlands;Western Europe;"Elsevier";"1967-2020";"Nuclear and High Energy Physics (Q1)"
33;7000153204;"Social Cognitive and Affective Neuroscience";journal;"17495024, 17495016";2,842;Q1;103;63;111;3517;561;102;4,58;55,83;United Kingdom;Western Europe;"Oxford University Press";"2006-2020";"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
34;21724;"BMC Evolutionary Biology";journal;"14712148";2,823;Q1;122;298;728;18113;3352;727;4,47;60,78;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
35;28764;"Breast Cancer Research";journal;"1465542X, 14655411";2,803;Q1;149;153;414;5724;2192;367;5,05;37,41;United Kingdom;Western Europe;"BioMed Central Ltd.";"1999-2020";"Cancer Research (Q1); Oncology (Q1)"
36;5800173376;"Biology Direct";journal;"17456150";2,768;Q1;68;49;132;3163;511;126;3,39;64,55;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Immunology (Q1); Modeling and Simulation (Q1)"
37;17466;"Neurobiology of Disease";journal;"1095953X, 09699961";2,734;Q1;166;218;744;11479;3395;646;3,89;52,66;United States;Northern America;"Academic Press Inc.";"1994-2020";"Neurology (Q1)"
38;12495;"Neoplasia";journal;"14765586, 15228002";2,698;Q1;129;134;394;6704;2114;392;5,43;50,03;United States;Northern America;"Neoplasia Press";"1999-2020";"Cancer Research (Q1)"
39;12429;"Molecular Cancer";journal;"14764598";2,681;Q1;126;132;249;5709;1392;243;4,56;43,25;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2020";"Cancer Research (Q1); Molecular Medicine (Q1); Oncology (Q1)"
40;10600153309;"PLoS ONE";journal;"19326203";2,614;Q1;332;4379;4078;202730;19129;4078;4,66;46,30;United States;Northern America;"Public Library of Science";"2001, 2006-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
41;21003;"Environmental Health Perspectives";journal;"15529924, 00916765";2,613;Q1;282;453;1420;15444;7139;1061;4,73;34,09;United States;Northern America;"Public Health Services, US Dept of Health and Human Services";"1972-2020";"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
42;14551;"Diversity and Distributions";journal;"13669516, 14724642";2,582;Q1;118;106;282;6010;1321;281;4,65;56,70;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1998-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
43;4400151418;"Climate of the Past";journal;"18149332, 18149324";2,575;Q1;76;55;101;3832;380;101;3,95;69,67;Germany;Western Europe;"European Geosciences Union";"2005-2020";"Global and Planetary Change (Q1); Paleontology (Q1); Stratigraphy (Q1)"
44;5700191214;"Molecular Neurodegeneration";journal;"17501326";2,532;Q1;83;53;72;3586;330;72;4,26;67,66;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1)"
45;16833;"BMC Biochemistry";journal;"14712091";2,505;Q1;51;36;107;1491;365;107;3,04;41,42;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2019";"Biochemistry (Q1); Molecular Biology (Q1)"
46;29086;"Nuclear Physics B";journal;"05503213";2,503;Q1;274;372;1054;18527;4321;1053;4,46;49,80;Netherlands;Western Europe;"Elsevier";"1967-2020";"Nuclear and High Energy Physics (Q1)"
47;24674;"Oikos";journal;"16000706, 00301299";2,497;Q1;179;210;667;10642;2428;652;3,34;50,68;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
48;24660;"Bulletin of the American Mathematical Society";journal;"02730979, 10889485";2,442;Q1;66;24;63;1087;192;57;2,86;45,29;United States;Northern America;"American Mathematical Society";"1891-2020";"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)"
49;32383;"Cultural Anthropology";journal;"08867356, 15481360";2,432;Q1;75;22;69;2000;275;67;4,07;90,91;United States;Northern America;"American Anthropological Association";"1986-2020";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
50;17426;"DNA Research";journal;"17561663, 13402838";2,429;Q1;98;30;95;1500;401;92;4,46;50,00;United Kingdom;Western Europe;"Oxford University Press";"1994-2020";"Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
51;23648;"Health Technology Assessment";journal;"20464924, 13665278";2,371;Q1;126;93;150;11371;1008;150;6,43;122,27;United Kingdom;Western Europe;"National Co-ordinating Centre for HTA";"1994-2020";"Health Policy (Q1); Medicine (miscellaneous) (Q1)"
52;20912;"Environmental International";journal;"18736750, 01604120";2,356;Q1;191;172;399;8994;2057;392;5,31;52,29;United Kingdom;Western Europe;"Elsevier Ltd.";"1976-2020";"Environmental Science (miscellaneous) (Q1)"
53;13114;"BMC Developmental Biology";journal;"1471213X";2,322;Q1;76;74;325;3739;1200;325;3,61;50,53;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Developmental Biology (Q1)"
54;19700175165;"Frontiers in Neural Circuits";journal;"16625110";2,313;Q1;61;20;11;1166;44;11;4,00;58,30;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuroscience (miscellaneous) (Q1); Sensory Systems (Q1)"
55;4400151515;"Molecular Pain";journal;"17448069";2,300;Q1;83;76;147;4235;659;144;4,67;55,72;United Kingdom;Western Europe;"BioMed Central Ltd.";"2005-2020";"Anesthesiology and Pain Medicine (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Medicine (Q1)"
56;16592;"Plant Biotechnology Journal";journal;"14677644, 14677652";2,284;Q1;115;81;200;3803;1102;197;5,28;46,95;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2004-2020";"Agronomy and Crop Science (Q1); Biotechnology (Q1); Plant Science (Q1)"
57;11700154363;"Cryosphere";journal;"19940416, 19940424";2,265;Q1;82;22;21;909;65;21;3,10;41,32;Germany;Western Europe;"Copernicus Group";"2007-2020";"Earth-Surface Processes (Q1); Water Science and Technology (Q1)"
58;32816;"Neural Plasticity";journal;"16875443, 20905904";2,253;Q1;68;18;42;943;176;40;4,19;52,39;United States;Northern America;"Hindawi Publishing Corporation";"1998-2005, 2007-2020";"Neurology (Q1); Neurology (clinical) (Q1)"
59;16794;"BMC Plant Biology";journal;"14712229";2,241;Q1;114;151;233;8378;1073;233;4,32;55,48;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Plant Science (Q1)"
60;32805;"Tellus, Series B: Chemical and Physical Meteorology";journal;"02806509";2,237;Q1;103;61;202;2748;679;196;3,40;45,05;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Atmospheric Science (Q1)"
61;21727;"BMC Genomics";journal;"14712164";2,210;Q1;167;710;1494;36841;6583;1494;4,07;51,89;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Biotechnology (Q1); Genetics (Q1)"
62;17398;"Current Issues in Molecular Biology";journal;"14673037, 14673045";2,210;Q1;53;17;24;1147;149;24;5,93;67,47;United Kingdom;Western Europe;"Caister Academic Press";"1999-2021";"Medicine (miscellaneous) (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Molecular Biology (Q1)"
63;27592;"Arthritis Research and Therapy";journal;"14786354";2,201;Q1;150;305;625;13030;3280;570;4,65;42,72;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
64;50032;"Journal of Neuroinflammation";journal;"17422094";2,199;Q1;112;42;116;2765;566;115;5,21;65,83;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Cellular and Molecular Neuroscience (Q1); Immunology (Q1); Neurology (Q1); Neuroscience (miscellaneous) (Q1)"
65;4400151524;"Particle and Fibre Toxicology";journal;"17438977";2,160;Q1;98;31;49;1670;329;46;5,18;53,87;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Toxicology (Q1)"
66;110092;"Morbidity and Mortality Weekly Report";journal;"01492195, 1545861X";2,158;Q1;208;291;584;5488;3647;293;7,18;18,86;United States;Northern America;"Department of Health and Human Services";"1981-2020";"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
67;19961;"Molecular Medicine";journal;"10761551, 15283658";2,136;Q1;118;53;198;2683;1050;194;5,66;50,62;United States;Northern America;"Feinstein Institute for Medical Research";"1994-2020";"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)"
68;17300154987;"Molecular Brain";journal;"17566606";2,124;Q1;61;38;22;2097;72;20;3,27;55,18;United Kingdom;Western Europe;"BioMed Central Ltd.";"2008-2020";"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1)"
69;25846;"GSA Today";journal;"10525173";2,108;Q1;76;32;86;590;219;69;2,06;18,44;United States;Northern America;"Geological Society of America";"1991-2020";"Geology (Q1)"
70;4400151514;"Globalization and Health";journal;"17448603";2,101;Q1;53;36;35;2322;161;30;3,87;64,50;United Kingdom;Western Europe;"BioMed Central Ltd.";"2005-2020";"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)"
71;21675;"Journal of Endovascular Therapy";journal;"15451550, 15266028";2,096;Q1;100;144;347;3706;1088;303;2,96;25,74;United States;Northern America;"SAGE Publications Inc.";"2000-2020";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
72;18473;"Cell Structure and Function";journal;"13473700, 03867196";2,094;Q1;61;13;54;477;147;54;2,84;36,69;Japan;Asiatic Region;"Japan Society for Cell Biology";"1975-2020";"Medicine (miscellaneous) (Q1); Physiology (Q1); Cell Biology (Q2); Molecular Biology (Q2)"
73;25180;"Electrochemistry Communications";journal;"13882481";2,062;Q1;192;585;1308;11463;6280;1306;4,62;19,59;United States;Northern America;"Elsevier Inc.";"1999-2020";"Electrochemistry (Q1)"
74;15852;"Journal of Cellular and Molecular Medicine";journal;"15821838, 15824934";2,053;Q1;130;401;451;24681;2224;426;4,53;61,55;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2000-2020";"Molecular Medicine (Q1); Cell Biology (Q2)"
75;19700175115;"Frontiers in Systems Neuroscience";journal;"16625137";2,023;Q1;75;15;7;734;18;7;2,57;48,93;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Developmental Neuroscience (Q1); Neuroscience (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q2); Cognitive Neuroscience (Q2)"
76;14875;"International Journal of Behavioral Nutrition and Physical Activity";journal;"14795868";1,991;Q1;117;92;176;3915;743;171;3,37;42,55;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
77;130037;"Biogeosciences";journal;"17264189, 17264170";1,979;Q1;127;212;256;13600;1023;256;3,66;64,15;Germany;Western Europe;"European Geosciences Union";"2004-2020";"Earth-Surface Processes (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
78;130152;"Frontiers in Zoology";journal;"17429994";1,966;Q1;60;30;66;1661;277;66;4,14;55,37;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
79;19700175114;"Frontiers in Integrative Neuroscience";journal;"16625145";1,957;Q1;60;32;12;2141;31;12;2,58;66,91;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Sensory Systems (Q1); Cellular and Molecular Neuroscience (Q2); Cognitive Neuroscience (Q2)"
80;19700175163;"Frontiers in Cellular Neuroscience";journal;"16625102";1,937;Q2;86;18;7;1215;19;7;2,71;67,50;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Cellular and Molecular Neuroscience (Q2)"
81;29187;"Cancer Science";journal;"13497006, 13479032";1,930;Q1;141;342;833;13378;3460;829;4,16;39,12;United States;Northern America;"Wiley-Blackwell";"2003-2020";"Cancer Research (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)"
82;13119;"BMC Structural Biology";journal;"14726807";1,929;Q2;55;76;166;3392;504;166;2,96;44,63;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2019";"Structural Biology (Q2)"
83;14182;"NeuroSignals";journal;"14248638, 1424862X";1,929;Q1;67;29;60;2386;231;58;4,73;82,28;Switzerland;Western Europe;"Cell Physiol Biochem Press (Germany)";"1992-2019";"Developmental Neuroscience (Q1); Neurology (Q1); Cellular and Molecular Neuroscience (Q2)"
84;27188;"Language Learning and Technology";journal;"10943501";1,926;Q1;73;29;67;652;170;54;2,00;22,48;United States;Northern America;"University of Hawaii Press";"1997-1998, 2000-2020";"Computer Science Applications (Q1); Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
85;17269;"Studies in Mycology";journal;"01660616";1,925;Q1;95;11;72;1239;412;69;5,61;112,64;Netherlands;Western Europe;"Westerdijk Fungal Biodiversity Institute";"1996, 1998-2000, 2002-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
86;14238;"College and Research Libraries";journal;"00100870, 21506701";1,912;Q1;52;42;101;872;186;96;1,83;20,76;United States;Northern America;"Association of College and Research Libraries";"1946-1947, 1987-2020";"Library and Information Sciences (Q1)"
87;22452;"International Journal of Neuropsychopharmacology";journal;"14611457, 14695111";1,897;Q1;107;136;294;6496;1148;263;4,07;47,76;United Kingdom;Western Europe;"Oxford University Press";"1998-2020";"Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
88;13945;"Investigative Ophthalmology and Visual Science";journal;"01460404, 15525783";1,897;Q1;218;763;2165;32097;8387;2163;3,61;42,07;United States;Northern America;"Association for Research in Vision and Ophthalmology Inc.";"1976-2020";"Ophthalmology (Q1); Sensory Systems (Q1); Cellular and Molecular Neuroscience (Q2)"
89;17929;"BMC Bioinformatics";journal;"14712105";1,893;Q1;208;714;1953;23404;8236;1936;3,75;32,78;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Applied Mathematics (Q1); Biochemistry (Q1); Computer Science Applications (Q1); Molecular Biology (Q2); Structural Biology (Q2)"
90;6400153153;"Plant Methods";journal;"17464811";1,890;Q1;70;19;61;687;189;58;3,34;36,16;United Kingdom;Western Europe;"BioMed Central Ltd.";"2005-2020";"Biotechnology (Q1); Genetics (Q1); Plant Science (Q1)"
91;27545;"European Physical Journal C";journal;"14346052, 14346044";1,859;Q1;198;375;987;18096;3082;981;3,16;48,26;Germany;Western Europe;"Springer New York";"1998-2020";"Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
92;5200152632;"Environmental Research Letters";journal;"17489326";1,854;Q1;124;127;147;4506;504;137;3,51;35,48;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2006-2020";"Environmental Science (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
93;19700175116;"Frontiers in Neuroanatomy";journal;"16625129";1,847;Q1;62;27;8;2223;31;8;3,88;82,33;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Anatomy (Q1); Neuroscience (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q2)"
94;23029;"Retrovirology";journal;"17424690";1,835;Q1;88;700;314;6726;1247;287;3,89;9,61;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Infectious Diseases (Q1); Virology (Q1)"
95;70792;"Tellus, Series A: Dynamic Meteorology and Oceanography";journal;"16000870, 02806495";1,831;Q1;77;50;206;1772;436;195;2,17;35,44;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Atmospheric Science (Q1); Oceanography (Q1)"
96;29914;"Critical Care";journal;"1466609X, 13648535";1,829;Q1;171;424;1041;9929;3498;703;3,11;23,42;United Kingdom;Western Europe;"BioMed Central Ltd.";"1998-2020";"Critical Care and Intensive Care Medicine (Q1)"
97;13444;"Journal of the Meteorological Society of Japan";journal;"21869057, 00261165";1,825;Q1;82;85;265;2595;493;257;1,56;30,53;Japan;Asiatic Region;"Meteorological Society of Japan";"1905-1907, 1910-1918, 1920-1922, 1966-1967, 1974, 1976-1978, 1980-1981, 1983, 1986-2020";"Atmospheric Science (Q1)"
98;13116;"BMC Molecular Biology";journal;"14712199";1,809;Q2;73;112;280;4869;929;280;3,06;43,47;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2019";"Molecular Biology (Q2)"
99;18640;"Respiratory Research";journal;"1465993X, 14659921";1,795;Q1;104;128;317;5735;1506;315;3,62;44,80;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Pulmonary and Respiratory Medicine (Q1)"
100;20913;"Bulletin of the World Health Organization";journal;"15640604, 00429686";1,783;Q1;168;212;693;3543;1980;470;2,99;16,71;Switzerland;Western Europe;"World Health Organization";"1945, 1949-2020";"Public Health, Environmental and Occupational Health (Q1)"
101;20969;"Journal of Machine Learning Research";journal;"15337928, 15324435";1,780;Q1;230;187;377;5007;2085;368;3,62;26,78;United States;Northern America;"Microtome Publishing";"2001-2020";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Software (Q1); Statistics and Probability (Q1)"
102;28110;"BMC Medical Research Methodology";journal;"14712288";1,768;Q1;121;87;191;2768;703;191;2,72;31,82;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Health Informatics (Q1); Epidemiology (Q2)"
103;19790;"Molecular Plant Pathology";journal;"13643703, 14646722";1,758;Q1;103;69;184;4433;702;184;3,65;64,25;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2000-2020";"Agronomy and Crop Science (Q1); Plant Science (Q1); Soil Science (Q1); Molecular Biology (Q2)"
