Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2002);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
22;12495;"Neoplasia";journal;"14765586, 15228002";2,452;Q1;129;65;174;2645;1007;171;6,31;40,69;United States;Northern America;"Neoplasia Press";"1999-2020";"Cancer Research (Q1)"
23;20228;"Emerging Infectious Diseases";journal;"10806040, 10806059";2,444;Q1;226;310;563;7048;2656;453;3,96;22,74;United States;Northern America;"Centers for Disease Control and Prevention (CDC)";"1995-2020";"Epidemiology (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1)"
24;20276;"Ecography";journal;"16000587, 09067590";2,149;Q1;128;71;228;3561;621;227;2,24;50,15;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
25;21724;"BMC Evolutionary Biology";journal;"14712148";2,099;Q1;122;20;14;741;37;14;2,64;37,05;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
26;24135;"Bulletin of the American Museum of Natural History";book series;"00030090";2,025;Q1;57;6;28;1210;98;28;2,50;201,67;United States;Northern America;"American Museum of Natural History Library";"1996-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1)"
27;13945;"Investigative Ophthalmology and Visual Science";journal;"01460404, 15525783";1,977;Q1;218;512;1516;20040;5759;1506;3,65;39,14;United States;Northern America;"Association for Research in Vision and Ophthalmology Inc.";"1976-2020";"Cellular and Molecular Neuroscience (Q1); Ophthalmology (Q1); Sensory Systems (Q1)"
28;18387;"Medicine (United States)";journal;"00257974, 15365964";1,955;Q1;148;37;100;2912;719;98;6,55;78,70;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1922-2020";"Medicine (miscellaneous) (Q1)"
29;23648;"Health Technology Assessment";journal;"20464924, 13665278";1,871;Q1;126;35;105;5665;399;105;3,36;161,86;United Kingdom;Western Europe;"National Co-ordinating Centre for HTA";"1994-2020";"Health Policy (Q1); Medicine (miscellaneous) (Q1)"
30;24419;"Journal of Glaciology";journal;"00221430";1,842;Q1;100;60;195;1937;387;195;1,69;32,28;United Kingdom;Western Europe;"Cambridge University Press";"1979-1985, 1988-2020";"Earth-Surface Processes (Q1)"
31;19700176019;"Electronic Research Announcements in Mathematical Sciences";journal;"19359179";1,798;Q1;23;6;45;107;44;45;0,80;17,83;United States;Northern America;"American Mathematical Society";"2010-2018";"Mathematics (miscellaneous) (Q1)"
32;22172;"Genetical Research";journal;"00166723, 14695073";1,760;Q1;71;50;176;1786;463;176;2,39;35,72;United Kingdom;Western Europe;"Cambridge University Press";"1960-2020";"Genetics (Q1); Medicine (miscellaneous) (Q1)"
33;19961;"Molecular Medicine";journal;"10761551, 15283658";1,760;Q1;118;91;246;4176;959;245;3,69;45,89;United States;Northern America;"Feinstein Institute for Medical Research";"1994-2020";"Genetics (Q1); Genetics (clinical) (Q1); Molecular Medicine (Q1); Molecular Biology (Q2)"
34;17905;"Yeast";journal;"10970061, 0749503X";1,695;Q1;102;119;458;4699;1092;457;2,35;39,49;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1985-2020";"Applied Microbiology and Biotechnology (Q1); Biochemistry (Q1); Bioengineering (Q1); Biotechnology (Q1); Medicine (miscellaneous) (Q1); Genetics (Q2)"
35;24330;"Journal of Artificial Intelligence Research";journal;"10769757";1,673;Q1;123;27;73;1065;247;72;2,04;39,44;United States;Northern America;"Morgan Kaufmann Publishers, Inc.";"1993, 1996-2020";"Artificial Intelligence (Q1)"
36;20969;"Journal of Machine Learning Research";journal;"15337928, 15324435";1,641;Q1;230;17;12;494;87;12;7,25;29,06;United States;Northern America;"Microtome Publishing";"2001-2020";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Software (Q1); Statistics and Probability (Q1)"
37;12862;"Optics Express";journal;"10944087";1,630;Q1;271;203;384;3308;986;382;2,77;16,30;United States;Northern America;"The Optical Society";"1997-2020";"Atomic and Molecular Physics, and Optics (Q1)"
38;70792;"Tellus, Series A: Dynamic Meteorology and Oceanography";journal;"16000870, 02806495";1,619;Q1;77;41;134;1184;236;134;1,39;28,88;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Atmospheric Science (Q1); Oceanography (Q1)"
39;145268;"Theory and Applications of Categories";journal;"1201561X";1,611;Q1;36;20;69;319;62;69;0,88;15,95;Canada;Northern America;"Mount Allison University";"1996-2020";"Mathematics (miscellaneous) (Q1)"
40;29424;"Acta Psychologica";journal;"18736297, 00016918";1,524;Q1;97;56;130;879;241;127;1,41;15,70;Netherlands;Western Europe;"Elsevier";"1936-1937, 1939, 1941, 1949-1951, 1953-2020";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
41;18410;"BMC Cell Biology";journal;"14712121";1,478;Q2;68;30;29;1275;54;29;1,86;42,50;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2018";"Cell Biology (Q2)"
42;21675;"Journal of Endovascular Therapy";journal;"15451550, 15266028";1,466;Q1;100;170;236;3093;843;206;2,96;18,19;United States;Northern America;"SAGE Publications Inc.";"2000-2020";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
43;21003;"Environmental Health Perspectives";journal;"15529924, 00916765";1,461;Q1;282;641;1484;17508;3888;955;2,28;27,31;United States;Northern America;"Public Health Services, US Dept of Health and Human Services";"1972-2020";"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
44;18486;"Cellular Physiology and Biochemistry";journal;"14219778, 10158987";1,455;Q1;87;39;112;1781;363;111;3,29;45,67;Switzerland;Western Europe;"Cell Physiol Biochem Press (Germany)";"1987, 1991-2020";"Physiology (Q1)"
45;14699;"Inquiry (United States)";journal;"19457243, 00469580";1,444;Q1;43;33;117;764;149;109;0,90;23,15;United States;Northern America;"SAGE Publications Inc.";"1972-2020";"Health Policy (Q1)"
46;20691;"BMC Immunology";journal;"14712172";1,406;Q1;59;16;12;734;21;12;1,75;45,88;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Immunology (Q1)"
47;17543;"Wireless Communications and Mobile Computing";journal;"15308677, 15308669";1,404;Q1;64;54;26;1571;39;26;1,50;29,09;Egypt;Africa/Middle East;"Hindawi Limited";"2001-2020";"Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1); Information Systems (Q1)"
48;16833;"BMC Biochemistry";journal;"14712091";1,366;Q1;51;32;20;1345;39;20;1,95;42,03;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2019";"Biochemistry (Q1); Molecular Biology (Q2)"
49;21727;"BMC Genomics";journal;"14712164";1,358;Q1;167;35;12;1095;34;12;2,83;31,29;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Biotechnology (Q1); Genetics (Q2)"
50;12344;"Scandinavian Journal of Work, Environment and Health";journal;"03553140, 1795990X";1,350;Q1;103;66;270;2664;572;233;1,69;40,36;Finland;Western Europe;"Finnish Institute of Occupational Health";"1975-2020";"Public Health, Environmental and Occupational Health (Q1)"
51;27592;"Arthritis Research and Therapy";journal;"14786354";1,312;Q1;150;107;203;2847;496;117;2,53;26,61;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
52;13114;"BMC Developmental Biology";journal;"1471213X";1,278;Q2;76;9;15;310;27;15;1,80;34,44;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Developmental Biology (Q2)"
53;14174;"Molecular Vision";journal;"10900535";1,254;Q1;92;60;122;2682;335;122;2,69;44,70;United States;Northern America;"Molecular Vision";"1995-2020";"Ophthalmology (Q1)"
54;18316;"Journal of Veterinary Internal Medicine";journal;"19391676, 08916640";1,237;Q1;103;108;278;3235;391;253;1,29;29,95;United States;Northern America;"Wiley-Blackwell";"1987-2020";"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
55;13116;"BMC Molecular Biology";journal;"14712199";1,231;Q2;73;16;17;505;25;17;1,47;31,56;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2019";"Molecular Biology (Q2)"
56;14193;"Education Policy Analysis Archives";journal;"10682341";1,220;Q1;46;51;135;1763;125;134;0,88;34,57;United States;Northern America;"Arizona State University";"1996-2020";"Education (Q1)"
57;25180;"Electrochemistry Communications";journal;"13882481";1,219;Q2;192;193;457;4310;864;455;1,87;22,33;United States;Northern America;"Elsevier Inc.";"1999-2020";"Electrochemistry (Q2)"
58;23845;"Journal of Cardiovascular Magnetic Resonance";journal;"1532429X, 10976647";1,203;Q1;94;35;95;915;166;86;1,52;26,14;United Kingdom;Western Europe;"BioMed Central Ltd.";"1999-2020";"Cardiology and Cardiovascular Medicine (Q1); Family Practice (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
59;26386;"Electronic Communications in Probability";journal;"1083589X";1,198;Q1;38;23;44;295;31;44;0,66;12,83;United States;Northern America;"Institute of Mathematical Statistics";"1996-2020";"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q2)"
60;19929;"Interfaces";journal;"00922102, 1526551X";1,188;Q1;64;46;149;718;120;149;0,71;15,61;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1983-1988, 1996-2020";"Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)"
61;4700153607;"Journal of Curriculum Studies";journal;"13665839, 00220272";1,186;Q1;58;37;121;1387;113;121;0,83;37,49;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1968-1977, 1981-2020";"Education (Q1)"
62;21726;"BMC Genetics";journal;"14712156";1,174;Q2;74;23;25;783;71;25;2,84;34,04;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Genetics (Q2); Genetics (clinical) (Q2)"
63;78470;"Discrete Mathematics and Theoretical Computer Science";journal;"13658050";1,171;Q1;25;0;9;0;10;9;1,00;0,00;France;Western Europe;"Maison de l'informatique et des mathematiques discretes";"1998-2000, 2004-2019";"Computer Science (miscellaneous) (Q1); Discrete Mathematics and Combinatorics (Q1); Theoretical Computer Science (Q1)"
64;27302;"Materials Transactions";journal;"13459678, 13475320";1,169;Q1;102;588;1009;10571;1258;999;1,25;17,98;Japan;Asiatic Region;"Japan Institute of Metals (JIM)";"1993, 2001-2020";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
65;12802;"Fishery Bulletin";journal;"00900656, 19374518";1,163;Q1;66;74;231;2483;281;219;1,02;33,55;United States;Northern America;"US National Marine Fisheries Services";"1979-1986, 1988-2020";"Aquatic Science (Q1)"
66;24552;"Mathematica Scandinavica";journal;"00255521";1,148;Q2;30;34;125;609;57;125;0,56;17,91;Denmark;Western Europe;"Mathematica Scandinavica";"1996-2020";"Mathematics (miscellaneous) (Q2)"
67;37473;"Gold Bulletin";journal;"00171557";1,146;Q1;59;11;41;391;90;41;2,50;35,55;Germany;Western Europe;"Springer Berlin";"1971-2020";"Inorganic Chemistry (Q1); Materials Science (miscellaneous) (Q1)"
68;12709;"Information Technology and Libraries";journal;"07309295, 21635226";1,140;Q1;34;25;67;346;78;67;1,15;13,84;United States;Northern America;"American Library Association";"1971-1974, 1988-2020";"Information Systems (Q1); Library and Information Sciences (Q1)"
69;20913;"Bulletin of the World Health Organization";journal;"15640604, 00429686";1,118;Q1;168;252;709;3928;1364;561;1,83;15,59;Switzerland;Western Europe;"World Health Organization";"1945, 1949-2020";"Public Health, Environmental and Occupational Health (Q1)"
70;25771;"Episodes";journal;"07053797";1,112;Q1;71;19;79;552;109;79;1,16;29,05;Canada;Northern America;"International Union of Geological Sciences";"1979-1989, 1992, 1996-2020";"Earth and Planetary Sciences (miscellaneous) (Q1)"
71;51748;"BMJ, The";journal;"09598146, 17561833";1,087;Q1;429;3505;10371;14253;16096;6250;1,61;4,07;United Kingdom;Western Europe;"BMJ Publishing Group";"1857-2020";"Medicine (miscellaneous) (Q1)"
72;13115;"BMC Ecology";journal;"14726785";1,077;Q1;47;11;6;426;5;6;0,83;38,73;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Ecology, Evolution, Behavior and Systematics (Q1); Environmental Science (miscellaneous) (Q1)"
73;14921;"Comprehensive Psychiatry";journal;"0010440X, 15328384";1,046;Q1;106;71;235;2371;447;235;1,88;33,39;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1960-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
74;25160;"New Zealand Journal of Geology, and Geophysics";journal;"00288306, 11758791";1,034;Q1;54;33;127;1533;146;125;1,09;46,45;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1958-2020";"Earth and Planetary Sciences (miscellaneous) (Q1); Geology (Q1); Geophysics (Q2)"
75;17392;"Soils and Foundations";journal;"00380806";1,004;Q1;79;61;198;1285;129;198;0,74;21,07;Japan;Asiatic Region;"Japanese Geotechnical Society";"1960-1972, 1975-2020";"Civil and Structural Engineering (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
76;144804;"Acta Orthopaedica";journal;"17453682, 17453674";0,996;Q1;114;150;391;3197;566;375;1,38;21,31;United Kingdom;Western Europe;"Informa Healthcare";"1930, 1932-1945, 1948-1959, 1961-2020";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1)"
77;17269;"Studies in Mycology";journal;"01660616";0,986;Q1;95;22;40;902;83;40;2,41;41,00;Netherlands;Western Europe;"Westerdijk Fungal Biodiversity Institute";"1996, 1998-2000, 2002-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
78;40944;"Genome Biology";journal;"14747596";0,985;Q2;248;605;693;3756;858;666;1,24;6,21;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Cell Biology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Genetics (Q2)"
79;17372;"Comparative and Functional Genomics";journal;"15316912, 15326268";0,964;Q1;43;77;54;1145;53;46;0,98;14,87;Egypt;Africa/Middle East;"Hindawi Limited";"2000-2005, 2007-2012";"Biotechnology (Q1); Genetics (Q2); Molecular Biology (Q3)"
80;17892;"Ecology and Society";journal;"17083087";0,964;Q1;141;76;92;2799;144;92;1,12;36,83;Canada;Northern America;"The Resilience Alliance";"1997-2020";"Ecology (Q1)"
81;27424;"Annales Geophysicae";journal;"14320576, 09927689";0,960;Q1;93;186;446;5961;595;446;1,29;32,05;Germany;Western Europe;"European Geosciences Union";"1983-1985, 1988-1990, 1994-2020";"Earth and Planetary Sciences (miscellaneous) (Q1); Geology (Q1); Astronomy and Astrophysics (Q2); Atmospheric Science (Q2); Space and Planetary Science (Q2)"
82;22021;"Ibis";journal;"1474919X, 00191019";0,956;Q1;80;75;229;2746;272;222;1,06;36,61;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1859-2020";"Animal Science and Zoology (Q1); Nature and Landscape Conservation (Q1); Ecology, Evolution, Behavior and Systematics (Q2)"
83;12156;"Journal of Biomedical Optics";journal;"15602281, 10833668";0,956;Q1;141;79;167;2131;482;166;2,92;26,97;United States;Northern America;"SPIE";"1996-2020";"Biomaterials (Q1); Biomedical Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Atomic and Molecular Physics, and Optics (Q2)"
84;14551;"Diversity and Distributions";journal;"13669516, 14724642";0,955;Q2;118;29;79;1393;120;78;1,29;48,03;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1998-2020";"Ecology, Evolution, Behavior and Systematics (Q2)"
85;12091;"Atmospheric Chemistry and Physics";journal;"16807324, 16807316";0,954;Q2;206;34;7;1289;8;7;1,14;37,91;Germany;Western Europe;"European Geosciences Union";"2001-2020";"Atmospheric Science (Q2)"
86;29187;"Cancer Science";journal;"13497006, 13479032";0,950;Q1;141;180;575;5717;1411;567;2,18;31,76;United States;Northern America;"Wiley-Blackwell";"2003-2020";"Medicine (miscellaneous) (Q1); Oncology (Q1); Cancer Research (Q2)"
87;19686;"Epidemiology and Infection";journal;"14694409, 09502688";0,948;Q2;109;146;420;3848;868;419;1,92;26,36;United Kingdom;Western Europe;"Cambridge University Press";"1970, 1987-2020";"Epidemiology (Q2); Infectious Diseases (Q2)"
88;13444;"Journal of the Meteorological Society of Japan";journal;"21869057, 00261165";0,945;Q2;82;86;201;2718;201;201;0,82;31,60;Japan;Asiatic Region;"Meteorological Society of Japan";"1905-1907, 1910-1918, 1920-1922, 1966-1967, 1974, 1976-1978, 1980-1981, 1983, 1986-2020";"Atmospheric Science (Q2)"
89;23602;"BMC Medical Informatics and Decision Making";journal;"14726947";0,927;Q1;73;10;6;251;6;6;1,00;25,10;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Health Informatics (Q1); Health Policy (Q1)"
90;26724;"Journal of the American Society for Horticultural Science";journal;"00031062";0,923;Q1;80;151;348;4826;443;348;1,03;31,96;United States;Northern America;"American Society for Horticultural Science";"1974-1981, 1983-1989, 1991, 1993-2020";"Horticulture (Q1); Genetics (Q2)"
91;23885;"Terrestrial, Atmospheric and Oceanic Sciences";journal;"10170839, 23117680";0,919;Q1;46;34;138;689;143;138;1,28;20,26;Taiwan;Asiatic Region;"Chinese Geoscience Union";"1996-2020";"Earth and Planetary Sciences (miscellaneous) (Q1); Oceanography (Q1); Atmospheric Science (Q2)"
92;15459;"BioTechniques";journal;"19409818, 07366205";0,911;Q1;131;373;964;7277;1978;963;2,05;19,51;United States;Northern America;"Eaton Publishing Company";"1984-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1)"
93;32383;"Cultural Anthropology";journal;"08867356, 15481360";0,908;Q1;75;20;62;1160;62;62;1,03;58,00;United States;Northern America;"American Anthropological Association";"1986-2020";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
94;25884;"Geofluids";journal;"14688115, 14688123";0,899;Q1;56;19;19;1071;28;19;1,47;56,37;United Kingdom;Western Europe;"Hindawi Limited";"2001-2020";"Earth and Planetary Sciences (miscellaneous) (Q1)"
95;17495;"NeuroImage";journal;"10959572, 10538119";0,893;Q2;364;358;2205;16211;3396;2194;2,00;45,28;United States;Northern America;"Academic Press Inc.";"1970, 1992-2020";"Neurology (Q2); Cognitive Neuroscience (Q3)"
96;13517;"Ultrasonics Sonochemistry";journal;"13504177, 18732828";0,891;Q1;128;49;142;1266;209;141;1,35;25,84;Netherlands;Western Europe;"Elsevier";"1994-2021";"Acoustics and Ultrasonics (Q1); Chemical Engineering (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
97;16816;"Journal of Psychiatry and Neuroscience";journal;"14882434, 11804882";0,887;Q1;99;42;154;1425;332;114;2,13;33,93;Canada;Northern America;"Canadian Medical Association";"1991-2020";"Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)"
98;110607;"Annals of Glaciology";journal;"02603055";0,885;Q1;82;156;349;3812;449;349;1,10;24,44;United Kingdom;Western Europe;"Cambridge University Press";"1980-1981, 1983-1986, 1988-2020";"Earth-Surface Processes (Q1)"
99;18640;"Respiratory Research";journal;"1465993X, 14659921";0,884;Q1;104;23;98;1001;227;92;2,32;43,52;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Pulmonary and Respiratory Medicine (Q1)"
100;19790;"Molecular Plant Pathology";journal;"13643703, 14646722";0,874;Q1;103;51;78;2406;136;78;1,74;47,18;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2000-2020";"Agronomy and Crop Science (Q1); Plant Science (Q1); Soil Science (Q1); Molecular Biology (Q3)"
101;29901;"International Journal of Hyperthermia";journal;"02656736, 14645157";0,871;Q1;81;49;126;2002;223;122;1,88;40,86;United Kingdom;Western Europe;"Informa Healthcare";"1985-2020";"Medicine (miscellaneous) (Q1); Cancer Research (Q2); Physiology (Q2); Physiology (medical) (Q2); Radiological and Ultrasound Technology (Q2)"
102;16153;"International Journal of Methods in Psychiatric Research";journal;"10498931, 15570657";0,862;Q1;73;19;64;597;73;64;0,90;31,42;United States;Northern America;"Wiley-Blackwell";"1996-2020";"Psychiatry and Mental Health (Q1)"
103;26398;"Electronic Journal of Probability";journal;"10836489";0,852;Q2;53;23;80;531;44;80;0,55;23,09;United States;Northern America;"Institute of Mathematical Statistics";"1996-2020";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
104;23358;"BMC Neuroscience";journal;"14712202";0,850;Q2;98;21;22;963;35;22;1,59;45,86;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Neuroscience (miscellaneous) (Q2); Cellular and Molecular Neuroscience (Q4)"
105;26389;"Electronic Journal of Combinatorics";journal;"10778926, 10971440";0,848;Q1;52;76;205;1099;111;205;0,43;14,46;United States;Northern America;"Electronic Journal of Combinatorics";"1996-2020";"Theoretical Computer Science (Q1); Computational Theory and Mathematics (Q2); Geometry and Topology (Q2)"
106;28529;"Nonlinear Processes in Geophysics";journal;"10235809, 16077946";0,848;Q2;61;52;81;1304;93;80;0,98;25,08;Germany;Western Europe;"European Geosciences Union";"1994-2020";"Geochemistry and Petrology (Q2); Geophysics (Q2); Statistical and Nonlinear Physics (Q2)"
107;13337;"Acta Palaeontologica Polonica";journal;"17322421, 05677920";0,841;Q1;53;51;73;3210;65;73;0,83;62,94;Poland;Eastern Europe;"Polska Akademia Nauk";"1993-2020";"Paleontology (Q1)"
108;21100298690;"Journal of Immunology Research";journal;"23147156, 23148861";0,826;Q1;83;31;51;1047;76;51;1,62;33,77;Egypt;Africa/Middle East;"Hindawi Limited";"2014-2020";"Medicine (miscellaneous) (Q1); Immunology (Q2); Immunology and Allergy (Q2)"
