Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2006);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
19;4700152228;"Molecular Systems Biology";journal;"17444292";3,021;Q1;148;70;32;3069;140;21;4,38;43,84;United States;Northern America;"Wiley-Blackwell";"2005-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
20;16153;"International Journal of Methods in Psychiatric Research";journal;"10498931, 15570657";2,924;Q1;73;21;64;668;288;61;4,74;31,81;United States;Northern America;"Wiley-Blackwell";"1996-2020";"Psychiatry and Mental Health (Q1)"
21;20228;"Emerging Infectious Diseases";journal;"10806040, 10806059";2,879;Q1;226;484;1324;8884;6959;1045;4,67;18,36;United States;Northern America;"Centers for Disease Control and Prevention (CDC)";"1995-2020";"Epidemiology (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1)"
22;21724;"BMC Evolutionary Biology";journal;"14712148";2,848;Q1;122;108;150;6310;699;150;4,47;58,43;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
23;12091;"Atmospheric Chemistry and Physics";journal;"16807324, 16807316";2,836;Q1;206;328;568;16666;2599;567;4,67;50,81;Germany;Western Europe;"European Geosciences Union";"2001-2020";"Atmospheric Science (Q1)"
24;4400151705;"Ocean Science";journal;"18120792, 18120784";2,827;Q1;55;24;11;773;33;11;3,00;32,21;Germany;Western Europe;"European Geosciences Union";"2005-2020";"Oceanography (Q1); Paleontology (Q1)"
25;23648;"Health Technology Assessment";journal;"20464924, 13665278";2,816;Q1;126;54;151;10267;977;148;6,10;190,13;United Kingdom;Western Europe;"National Co-ordinating Centre for HTA";"1994-2020";"Health Policy (Q1); Medicine (miscellaneous) (Q1)"
26;24674;"Oikos";journal;"16000706, 00301299";2,799;Q1;179;245;811;12958;2986;789;3,41;52,89;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
27;13096;"BMC Biology";journal;"17417007";2,673;Q1;106;41;55;2138;265;55;4,77;52,15;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Cell Biology (Q1); Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Physiology (Q1); Plant Science (Q1); Structural Biology (Q1)"
28;20969;"Journal of Machine Learning Research";journal;"15337928, 15324435";2,596;Q1;230;100;244;3393;2004;244;6,18;33,93;United States;Northern America;"Microtome Publishing";"2001-2020";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Software (Q1); Statistics and Probability (Q1)"
29;40944;"Genome Biology";journal;"14747596";2,570;Q1;248;244;1181;8593;4449;1071;3,80;35,22;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Cell Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
30;144840;"PLoS Medicine";journal;"15491277, 15491676";2,542;Q1;228;459;376;11072;1578;275;4,20;24,12;United States;Northern America;"Public Library of Science";"2004-2020";"Biochemistry (Q1); Biotechnology (Q1); Cell Biology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
31;16101;"Human Brain Mapping";journal;"10659471, 10970193";2,520;Q1;191;91;245;4533;1295;242;5,01;49,81;United States;Northern America;"Wiley-Liss Inc.";"1993-2020";"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
32;24660;"Bulletin of the American Mathematical Society";journal;"02730979, 10889485";2,516;Q1;66;21;49;786;146;46;2,55;37,43;United States;Northern America;"American Mathematical Society";"1891-2020";"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)"
33;4000151810;"PLoS Computational Biology";journal;"15537358, 1553734X";2,419;Q1;182;155;72;7421;284;69;3,94;47,88;United States;Northern America;"Public Library of Science";"2005-2020";"Cellular and Molecular Neuroscience (Q1); Computational Theory and Mathematics (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1)"
34;13116;"BMC Molecular Biology";journal;"14712199";2,414;Q1;73;48;55;1950;193;55;3,34;40,63;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2019";"Molecular Biology (Q1)"
35;32805;"Tellus, Series B: Chemical and Physical Meteorology";journal;"02806509";2,409;Q1;103;53;160;2275;551;160;2,80;42,92;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Atmospheric Science (Q1)"
36;145164;"Human Genomics";journal;"14739542, 14797364";2,394;Q1;55;33;65;1350;245;61;3,81;40,91;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2006, 2008-2020";"Drug Discovery (Q1); Genetics (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)"
37;21003;"Environmental Health Perspectives";journal;"15529924, 00916765";2,384;Q1;282;546;1853;17209;6278;903;3,29;31,52;United States;Northern America;"Public Health Services, US Dept of Health and Human Services";"1972-2020";"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
38;14551;"Diversity and Distributions";journal;"13669516, 14724642";2,334;Q1;118;84;149;4582;612;144;3,68;54,55;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1998-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
39;17466;"Neurobiology of Disease";journal;"1095953X, 09699961";2,305;Q1;166;249;502;13790;2408;501;4,64;55,38;United States;Northern America;"Academic Press Inc.";"1994-2020";"Neurology (Q1)"
40;15852;"Journal of Cellular and Molecular Medicine";journal;"15821838, 15824934";2,261;Q1;130;88;207;5461;1207;195;6,66;62,06;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2000-2020";"Molecular Medicine (Q1); Cell Biology (Q2)"
41;29047;"New Journal of Physics";journal;"13672630";2,259;Q1;190;330;622;11821;2060;621;3,68;35,82;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1998-2020";"Physics and Astronomy (miscellaneous) (Q1)"
42;4400151515;"Molecular Pain";journal;"17448069";2,248;Q1;83;38;36;1681;150;33;4,17;44,24;United Kingdom;Western Europe;"BioMed Central Ltd.";"2005-2020";"Anesthesiology and Pain Medicine (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Medicine (Q1)"
43;20276;"Ecography";journal;"16000587, 09067590";2,183;Q1;128;92;236;5052;872;236;3,52;54,91;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
44;70792;"Tellus, Series A: Dynamic Meteorology and Oceanography";journal;"16000870, 02806495";2,112;Q1;77;55;135;1442;342;134;2,65;26,22;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Atmospheric Science (Q1); Oceanography (Q1)"
45;13945;"Investigative Ophthalmology and Visual Science";journal;"01460404, 15525783";2,106;Q1;218;713;1941;29738;7979;1936;3,83;41,71;United States;Northern America;"Association for Research in Vision and Ophthalmology Inc.";"1976-2020";"Cellular and Molecular Neuroscience (Q1); Ophthalmology (Q1); Sensory Systems (Q1)"
46;18387;"Medicine (United States)";journal;"00257974, 15365964";2,104;Q1;148;32;106;2513;843;106;7,62;78,53;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1922-2020";"Medicine (miscellaneous) (Q1)"
47;12429;"Molecular Cancer";journal;"14764598";2,094;Q1;126;74;121;3727;565;115;4,42;50,36;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2020";"Cancer Research (Q1); Molecular Medicine (Q1); Oncology (Q1)"
48;12495;"Neoplasia";journal;"14765586, 15228002";2,041;Q1;129;117;267;5600;1149;266;4,41;47,86;United States;Northern America;"Neoplasia Press";"1999-2020";"Cancer Research (Q1)"
49;18410;"BMC Cell Biology";journal;"14712121";2,018;Q2;68;44;115;1944;327;115;2,85;44,18;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2018";"Cell Biology (Q2)"
50;20912;"Environmental International";journal;"18736750, 01604120";1,972;Q1;191;127;400;5651;1580;389;3,33;44,50;United Kingdom;Western Europe;"Elsevier Ltd.";"1976-2020";"Environmental Science (miscellaneous) (Q1)"
51;25981;"Hematology / the Education Program of the American Society of Hematology. American Society of Hematology. Education Program";journal;"15204383, 15204391";1,964;Q1;91;74;136;3170;874;136;5,61;42,84;United States;Northern America;"American Society of Hematology";"2001-2019";"Hematology (Q1)"
52;14026;"Human Resources for Health";journal;"14784491";1,960;Q1;60;27;40;650;110;39;2,71;24,07;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Public Administration (Q1); Public Health, Environmental and Occupational Health (Q1)"
53;24769;"Materials Today";journal;"13697021";1,951;Q1;177;74;253;2701;856;167;3,99;36,50;Netherlands;Western Europe;"Elsevier";"1999, 2002-2020";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
54;28111;"BMC Medicine";journal;"17417015";1,927;Q1;138;38;63;1470;351;63;5,65;38,68;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Medicine (miscellaneous) (Q1)"
55;17929;"BMC Bioinformatics";journal;"14712105";1,913;Q1;208;634;646;22379;3129;640;4,25;35,30;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Applied Mathematics (Q1); Biochemistry (Q1); Computer Science Applications (Q1); Molecular Biology (Q2); Structural Biology (Q2)"
56;28764;"Breast Cancer Research";journal;"1465542X, 14655411";1,885;Q1;149;98;448;3809;1807;418;4,14;38,87;United Kingdom;Western Europe;"BioMed Central Ltd.";"1999-2020";"Cancer Research (Q1); Oncology (Q1)"
57;18473;"Cell Structure and Function";journal;"13473700, 03867196";1,882;Q1;61;17;67;665;212;65;2,28;39,12;Japan;Asiatic Region;"Japan Society for Cell Biology";"1975-2020";"Medicine (miscellaneous) (Q1); Physiology (Q1); Cell Biology (Q2); Molecular Biology (Q2)"
58;21727;"BMC Genomics";journal;"14712164";1,878;Q1;167;330;339;15876;1446;339;4,27;48,11;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Biotechnology (Q1); Genetics (Q1)"
59;50032;"Journal of Neuroinflammation";journal;"17422094";1,867;Q1;112;32;53;1416;244;51;4,60;44,25;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Immunology (Q1); Neurology (Q1); Neuroscience (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q2)"
60;17398;"Current Issues in Molecular Biology";journal;"14673037, 14673045";1,866;Q1;53;9;39;769;154;39;4,96;85,44;United Kingdom;Western Europe;"Caister Academic Press";"1999-2021";"Medicine (miscellaneous) (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Molecular Biology (Q2)"
61;13114;"BMC Developmental Biology";journal;"1471213X";1,855;Q2;76;63;55;2944;190;55;3,41;46,73;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Developmental Biology (Q2)"
62;29187;"Cancer Science";journal;"13497006, 13479032";1,841;Q1;141;201;471;7601;2152;469;4,59;37,82;United States;Northern America;"Wiley-Blackwell";"2003-2020";"Cancer Research (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)"
63;25180;"Electrochemistry Communications";journal;"13882481";1,831;Q1;192;331;693;8605;2675;692;3,70;26,00;United States;Northern America;"Elsevier Inc.";"1999-2020";"Electrochemistry (Q1)"
64;18486;"Cellular Physiology and Biochemistry";journal;"14219778, 10158987";1,797;Q1;87;63;153;2725;687;153;4,01;43,25;Switzerland;Western Europe;"Cell Physiol Biochem Press (Germany)";"1987, 1991-2020";"Physiology (Q1)"
65;13119;"BMC Structural Biology";journal;"14726807";1,780;Q2;55;27;40;1139;122;40;2,61;42,19;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2019";"Structural Biology (Q2)"
66;22452;"International Journal of Neuropsychopharmacology";journal;"14611457, 14695111";1,777;Q1;107;95;201;3483;850;169;4,20;36,66;United Kingdom;Western Europe;"Oxford University Press";"1998-2020";"Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
67;28520;"Journal of High Energy Physics";journal;"10298479";1,762;Q1;261;1024;2555;47598;8338;2555;3,48;46,48;Germany;Western Europe;"Springer Verlag";"1997-2020";"Nuclear and High Energy Physics (Q1)"
68;23358;"BMC Neuroscience";journal;"14712202";1,748;Q1;98;94;162;4619;546;162;3,13;49,14;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Neuroscience (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q2)"
69;17426;"DNA Research";journal;"17561663, 13402838";1,739;Q1;98;21;102;807;369;102;3,46;38,43;United Kingdom;Western Europe;"Oxford University Press";"1994-2020";"Medicine (miscellaneous) (Q1); Genetics (Q2); Molecular Biology (Q2)"
70;20691;"BMC Immunology";journal;"14712172";1,735;Q1;59;29;56;1189;207;56;3,51;41,00;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Immunology (Q1)"
71;12100157191;"Innate Immunity";journal;"17534259, 17534267";1,703;Q1;69;40;165;2376;499;146;2,75;59,40;United Kingdom;Western Europe;"SAGE Publications Ltd";"1996-1997, 1999, 2008-2020";"Immunology (Q1); Infectious Diseases (Q1); Microbiology (Q1); Cell Biology (Q2); Molecular Biology (Q2)"
72;27188;"Language Learning and Technology";journal;"10943501";1,696;Q1;73;19;59;629;130;46;1,87;33,11;United States;Northern America;"University of Hawaii Press";"1997-1998, 2000-2020";"Computer Science Applications (Q1); Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
73;23029;"Retrovirology";journal;"17424690";1,693;Q1;88;99;128;4740;467;116;3,65;47,88;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Infectious Diseases (Q1); Virology (Q1)"
74;14988;"BMC Biotechnology";journal;"14726750";1,671;Q1;80;52;89;1726;328;89;2,97;33,19;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Biotechnology (Q1)"
75;27592;"Arthritis Research and Therapy";journal;"14786354";1,669;Q1;150;219;432;8917;1979;423;4,50;40,72;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
76;16794;"BMC Plant Biology";journal;"14712229";1,648;Q1;114;32;56;1734;199;56;3,59;54,19;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Plant Science (Q1)"
77;18610;"Molecular Imaging";journal;"15353508, 15360121";1,618;Q1;60;28;99;777;432;80;3,63;27,75;United States;Northern America;"SAGE Publications Inc.";"2002-2020";"Biomedical Engineering (Q1); Biotechnology (Q1); Condensed Matter Physics (Q1); Molecular Medicine (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
78;14238;"College and Research Libraries";journal;"00100870, 21506701";1,595;Q1;52;35;75;1057;114;71;1,45;30,20;United States;Northern America;"Association of College and Research Libraries";"1946-1947, 1987-2020";"Library and Information Sciences (Q1)"
79;24330;"Journal of Artificial Intelligence Research";journal;"10769757";1,593;Q1;123;36;117;1518;574;117;3,99;42,17;United States;Northern America;"Morgan Kaufmann Publishers, Inc.";"1993, 1996-2020";"Artificial Intelligence (Q1)"
80;27545;"European Physical Journal C";journal;"14346052, 14346044";1,589;Q1;198;281;1309;13067;3347;1302;2,35;46,50;Germany;Western Europe;"Springer New York";"1998-2020";"Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
81;4400151713;"International Journal of Biological Sciences";journal;"14492288";1,582;Q1;89;32;20;1136;43;19;2,15;35,50;Australia;Pacific Region;"Ivyspring International Publisher";"2005-2020";"Applied Microbiology and Biotechnology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Cell Biology (Q2); Developmental Biology (Q2); Molecular Biology (Q2)"
82;21100199809;"Probability Surveys";journal;"15495787";1,582;Q1;43;10;19;813;39;19;2,05;81,30;United States;Northern America;"Institute of Mathematical Statistics";"2004-2020";"Statistics and Probability (Q1)"
83;19790;"Molecular Plant Pathology";journal;"13643703, 14646722";1,567;Q1;103;50;164;3359;581;164;3,39;67,18;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2000-2020";"Agronomy and Crop Science (Q1); Plant Science (Q1); Soil Science (Q1); Molecular Biology (Q2)"
84;20913;"Bulletin of the World Health Organization";journal;"15640604, 00429686";1,530;Q1;168;235;661;3459;1892;498;2,99;14,72;Switzerland;Western Europe;"World Health Organization";"1945, 1949-2020";"Public Health, Environmental and Occupational Health (Q1)"
85;19961;"Molecular Medicine";journal;"10761551, 15283658";1,530;Q1;118;44;53;1799;208;51;2,76;40,89;United States;Northern America;"Feinstein Institute for Medical Research";"1994-2020";"Molecular Medicine (Q1); Genetics (Q2); Genetics (clinical) (Q2); Molecular Biology (Q2)"
86;16816;"Journal of Psychiatry and Neuroscience";journal;"14882434, 11804882";1,527;Q1;99;46;140;2225;547;115;3,88;48,37;Canada;Northern America;"Canadian Medical Association";"1991-2020";"Biological Psychiatry (Q1); Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
87;20560;"Reviews in Cardiovascular Medicine";journal;"15306550";1,524;Q1;39;57;177;2079;475;157;1,87;36,47;United States;Northern America;"MedReviews LLC";"2000-2020";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1)"
88;130152;"Frontiers in Zoology";journal;"17429994";1,522;Q1;60;22;22;1132;66;21;3,00;51,45;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
89;27479;"Annals of Family Medicine";journal;"15441717, 15441709";1,515;Q1;113;122;323;2402;929;290;2,83;19,69;United States;Northern America;"Annals of Family Medicine, Inc";"2003-2020";"Family Practice (Q1)"
90;18471;"Cell Proliferation";journal;"09607722, 13652184";1,512;Q1;74;48;90;1960;419;86;4,95;40,83;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1968-1982, 1984-2020";"Medicine (miscellaneous) (Q1); Cell Biology (Q2)"
91;16592;"Plant Biotechnology Journal";journal;"14677644, 14677652";1,486;Q1;115;55;100;2533;367;98;3,67;46,05;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2004-2020";"Agronomy and Crop Science (Q1); Biotechnology (Q1); Plant Science (Q1)"
92;4400151524;"Particle and Fibre Toxicology";journal;"17438977";1,458;Q1;98;16;14;852;74;13;5,29;53,25;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Toxicology (Q1)"
93;12802;"Fishery Bulletin";journal;"00900656, 19374518";1,452;Q1;66;66;210;2113;380;210;1,39;32,02;United States;Northern America;"US National Marine Fisheries Services";"1979-1986, 1988-2020";"Aquatic Science (Q1)"
94;25441;"Cardiovascular Diabetology";journal;"14752840";1,447;Q1;75;27;47;1005;204;45;5,00;37,22;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2020";"Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
95;17892;"Ecology and Society";journal;"17083087";1,440;Q1;141;86;167;4471;412;136;2,92;51,99;Canada;Northern America;"The Resilience Alliance";"1997-2020";"Ecology (Q1)"
96;21675;"Journal of Endovascular Therapy";journal;"15451550, 15266028";1,421;Q1;100;119;427;2645;1113;385;2,58;22,23;United States;Northern America;"SAGE Publications Inc.";"2000-2020";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
97;17269;"Studies in Mycology";journal;"01660616";1,388;Q1;95;26;74;1542;218;71;2,88;59,31;Netherlands;Western Europe;"Westerdijk Fungal Biodiversity Institute";"1996, 1998-2000, 2002-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
98;19555;"Veterinary Research";journal;"09284249, 12979716";1,353;Q1;104;58;172;3621;591;168;3,44;62,43;United Kingdom;Western Europe;"BioMed Central Ltd.";"1993-2020";"Veterinary (miscellaneous) (Q1)"
99;19700176019;"Electronic Research Announcements in Mathematical Sciences";journal;"19359179";1,345;Q1;23;16;49;278;45;49;0,70;17,38;United States;Northern America;"American Mathematical Society";"2010-2018";"Mathematics (miscellaneous) (Q1)"
100;26398;"Electronic Journal of Probability";journal;"10836489";1,342;Q2;53;50;107;1024;88;107;0,69;20,48;United States;Northern America;"Institute of Mathematical Statistics";"1996-2020";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
101;25771;"Episodes";journal;"07053797";1,321;Q1;71;57;146;1136;242;138;1,74;19,93;Canada;Northern America;"International Union of Geological Sciences";"1979-1989, 1992, 1996-2020";"Earth and Planetary Sciences (miscellaneous) (Q1)"
102;14193;"Education Policy Analysis Archives";journal;"10682341";1,320;Q1;46;33;173;1484;151;173;0,67;44,97;United States;Northern America;"Arizona State University";"1996-2020";"Education (Q1)"
103;32383;"Cultural Anthropology";journal;"08867356, 15481360";1,319;Q1;75;25;57;1497;85;57;1,41;59,88;United States;Northern America;"American Anthropological Association";"1986-2020";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
104;14921;"Comprehensive Psychiatry";journal;"0010440X, 15328384";1,306;Q1;106;76;205;2921;621;205;2,70;38,43;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1960-2020";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
105;19633;"BMC Microbiology";journal;"14712180";1,304;Q1;111;103;141;3757;440;141;3,21;36,48;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Microbiology (medical) (Q1); Microbiology (Q2)"
106;21729;"BMC Medical Genetics";journal;"14712350";1,295;Q2;68;86;81;2793;271;81;3,15;32,48;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Genetics (Q2); Genetics (clinical) (Q2)"
