Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
24;13567;"Revista de Biologia Tropical";journal;"00347744";0,221;Q2;38;140;419;3452;61;419;0,10;24,66;Costa Rica;Latin America;"Universidad de Costa Rica";"1969-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2)"
25;18852;"Revista Brasileira de Zootecnia";journal;"18069290, 15163598";0,219;Q3;53;191;468;4285;90;468;0,17;22,43;Brazil;Latin America;"Sociedade Brasileira de Zootecnia";"1996-2020";"Animal Science and Zoology (Q3)"
26;130143;"Brazilian Journal of Microbiology";journal;"15178382";0,218;Q4;64;64;193;1492;56;193;0,12;23,31;Brazil;Latin America;"Elsevier Editora Ltda";"2000-2020";"Microbiology (Q4)"
27;23432;"Journal of the Chilean Chemical Society";journal;"07179324, 07179707";0,216;Q3;31;59;178;1128;70;178;0,45;19,12;Chile;Latin America;"Sociedad Chilena De Quimica";"2003-2020";"Chemistry (miscellaneous) (Q3)"
28;22604;"Revista Panamericana de Salud Publica/Pan American Journal of Public Health";journal;"16805348, 10204989";0,214;Q3;57;99;224;2062;70;218;0,31;20,83;United States;Northern America;"Pan American Health Organization";"1997-2020";"Public Health, Environmental and Occupational Health (Q3)"
29;18819;"Pesquisa Veterinaria Brasileira";journal;"0100736X, 16785150";0,213;Q3;35;20;63;510;15;63;0,28;25,50;Brazil;Latin America;"Colegio Brasileiro de Patologia Animal";"1996-2020";"Veterinary (miscellaneous) (Q3)"
30;72196;"Pesquisa Agropecuaria Brasileira";journal;"0100204X, 16783921";0,208;Q3;56;290;545;5992;68;545;0,11;20,66;Brazil;Latin America;"Embrapa";"1978, 1983-1984, 1986-1987, 1996-2020";"Animal Science and Zoology (Q3); Agronomy and Crop Science (Q4)"
31;20856;"West Indian Medical Journal";journal;"00433144";0,207;Q2;31;71;137;397;28;128;0,17;5,59;Jamaica;Latin America;"University of the West Indies";"1954-2019";"Medicine (miscellaneous) (Q2)"
32;4400151728;"Revista Mexicana de Ciencias Geologicas";journal;"10268774";0,205;Q3;35;15;64;713;15;64;0,16;47,53;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1996-2020";"Geology (Q3)"
33;14594;"Social Work/Maatskaplike Werk";journal;"00378054";0,203;Q3;15;30;95;672;18;95;0,23;22,40;South Africa;Africa;"University of Stellenbosch";"1972-1978, 1994-2020";"Sociology and Political Science (Q3); Social Work (Q4)"
34;22186;"Genetics and Molecular Biology";journal;"14154757, 16784685";0,197;Q4;55;96;311;2465;80;309;0,22;25,68;Brazil;Latin America;"Brazilian Society of Genetics";"1998-2020";"Genetics (Q4); Molecular Biology (Q4)"
35;5000160205;"Revista Cubana de Medicina General Integral";journal;"08642125";0,196;Q2;13;83;182;1019;18;182;0,09;12,28;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-2002, 2004-2020";"Medicine (miscellaneous) (Q2)"
36;17672;"Arquivo Brasileiro de Medicina Veterinaria e Zootecnia";journal;"01020935, 16784162";0,194;Q4;33;102;272;1832;22;272;0,08;17,96;Brazil;Latin America;"Universidade de Minas Gerais";"1996-2020";"Veterinary (miscellaneous) (Q4)"
37;19332;"Salud Mental";journal;"01853325";0,193;Q3;24;72;164;2548;47;164;0,29;35,39;Mexico;Latin America;"Elsevier GmbH";"1995-2020";"Psychiatry and Mental Health (Q3); Clinical Psychology (Q4)"
38;5000160208;"Revista Cubana de Educacion Medica Superior";journal;"08642141, 15612902";0,190;Q2;12;13;28;383;25;28;1,00;29,46;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-2002, 2006-2007, 2009-2020";"Medicine (miscellaneous) (Q2); Education (Q3)"
39;13841;"Brazilian Journal of Biology";journal;"15196984, 16784375";0,189;Q3;53;22;91;0;31;91;0,23;0,00;Brazil;Latin America;"Instituto Internacional de Ecologia";"2000-2020";"Agricultural and Biological Sciences (miscellaneous) (Q3)"
40;15788;"Revista Cubana de Pediatria";journal;"00347531, 15613119";0,189;Q3;10;32;87;857;8;87;0,02;26,78;Cuba;Latin America;"Editorial Ciencias Medicas";"1946-1963, 1972-1977, 1988-1991, 1996-2002, 2005-2020";"Pediatrics, Perinatology and Child Health (Q3)"
41;22364;"Revista do Instituto de Medicina Tropical de Sao Paulo";journal;"16789946, 00364665";0,189;Q2;49;70;222;1665;67;217;0,25;23,79;Brazil;Latin America;"Instituto de Medicina Tropical de Sao Paulo";"1961-2020";"Medicine (miscellaneous) (Q2); Infectious Diseases (Q3)"
42;37267;"Cuban Journal of Agricultural Science";journal;"08640408";0,182;Q4;12;65;164;1200;28;164;0,16;18,46;Cuba;Latin America;"Instituto de Ciencia Animal";"1981, 1996-2016";"Animal Science and Zoology (Q4)"
43;23092;"Revista da Sociedade Brasileira de Medicina Tropical";journal;"00378682, 16789849";0,179;Q3;52;94;262;538;74;241;0,31;5,72;Brazil;Latin America;"Sociedade Brasileira de Medicina Tropical";"1972-1976, 1986-2020";"Infectious Diseases (Q3); Microbiology (medical) (Q3); Parasitology (Q4)"
44;25279;"Revista Internacional de Contaminacion Ambiental";journal;"01884999";0,177;Q3;19;14;38;223;9;38;0,15;15,93;Mexico;Latin America;"Centro de Ciencias de la Atmosfera, UNAM";"1996-2020";"Pollution (Q3); Waste Management and Disposal (Q3)"
45;13565;"Revista de Biologia Marina y Oceanografia";journal;"07173326";0,169;Q3;25;20;50;753;8;50;0,13;37,65;Chile;Latin America;"Universidad de Valparaiso";"1996-2020";"Oceanography (Q3); Aquatic Science (Q4)"
46;25953;"Dados";journal;"16784588, 00115258";0,168;Q3;26;21;54;1008;7;54;0,16;48,00;Brazil;Latin America;"Inst. Univ. de Pesquisas do Rio de Janeiro";"1996-2020";"Social Sciences (miscellaneous) (Q3)"
47;29996;"Archivos Latinoamericanos de Nutricion";journal;"00040622";0,164;Q2;34;86;209;2064;29;207;0,15;24,00;Venezuela;Latin America;"Archivos Latinoamericanos Nutricion";"1971-2019";"Medicine (miscellaneous) (Q2); Nutrition and Dietetics (Q3)"
48;17944;"Darwiniana";journal;"00116793";0,164;Q4;21;22;63;684;7;63;0,11;31,09;Argentina;Latin America;"Instituto de Botanica Darwinion";"1985-1986, 1989-1990, 1992-1993, 1995-2020";"Plant Science (Q4)"
49;24740;"Latin American Applied Research";journal;"03270793";0,163;Q3;23;37;118;550;19;118;0,11;14,86;Argentina;Latin America;"PLAPIQUI Planta Piloto de Ingenieria Quimica, CONICET / Universidad Nacional del Sur";"1996-2020";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Mechanical Engineering (Q3)"
50;20365;"Revista Argentina de Microbiologia";journal;"03257541";0,163;Q2;26;56;87;959;16;87;0,18;17,13;Spain;Western Europe;"Elsevier Doyma";"1979-2020";"Medicine (miscellaneous) (Q2); Microbiology (medical) (Q3); Microbiology (Q4)"
51;38490;"Bragantia";journal;"00068705";0,162;Q3;32;27;135;570;7;135;0,05;21,11;Brazil;Latin America;"Instituto Agronomico";"1977, 1979, 1985, 1992-2020";"Agricultural and Biological Sciences (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3)"
52;14578;"Ecologia Austral";journal;"03275477, 1667782X";0,159;Q4;30;7;54;222;7;54;0,08;31,71;Argentina;Latin America;"Asociacion Argentina de Ecologia";"1991, 1993-2020";"Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)"
53;17323;"Bothalia";journal;"23119284, 00068241";0,157;Q4;20;37;82;800;11;82;0,10;21,62;South Africa;Africa;"AOSIS (Pty) Ltd";"1978, 1993-2019";"Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)"
54;16755;"Acta Bioquimica Clinica Latinoamericana (discontinued)";journal;"03252957";0,155;Q4;11;29;104;971;7;104;0,03;33,48;Argentina;Latin America;"Federacion de Bioquimica";"1975-1980, 1996-2017";"Clinical Biochemistry (Q4)"
55;16349;"Brazilian Journal of Chemical Engineering";journal;"01046632";0,155;Q3;52;44;124;620;19;124;0,13;14,09;Brazil;Latin America;"Association Brasiliera de Eng. Quimica / Braz. Soc. Chem. Eng.";"1995-2020";"Chemical Engineering (miscellaneous) (Q3)"
56;16240;"Jornal Brasileiro de Psiquiatria";journal;"19820208, 00472085";0,154;Q4;22;68;208;1985;26;208;0,12;29,19;Brazil;Latin America;"Editora Cientifica Nacional Ltda";"1964-1977, 1982-2020";"Psychiatry and Mental Health (Q4)"
57;14224;"Arquivos de Neuro-Psiquiatria";journal;"16784227, 0004282X";0,153;Q3;48;176;370;3743;82;369;0,21;21,27;Brazil;Latin America;"Arquivos de Neuro-Psiquiatria";"1945-1965, 1971-2020";"Neurology (clinical) (Q3); Biological Psychiatry (Q4)"
58;21479;"Quimica Nova";journal;"01004042, 16787064";0,152;Q3;73;135;203;5629;48;203;0,24;41,70;Brazil;Latin America;"Sociedade Brasileira de Quimica";"1992, 1997-2020";"Chemistry (miscellaneous) (Q3)"
59;29758;"Revista Mexicana de Fisica";journal;"0035001X";0,152;Q4;25;168;424;3168;54;424;0,12;18,86;Mexico;Latin America;"Sociedad Mexicana de Fisica";"1991-1993, 1995-2020";"Education (Q4); Physics and Astronomy (miscellaneous) (Q4)"
60;18367;"Medicina";journal;"16699106, 00257680";0,151;Q2;32;178;417;3910;79;351;0,19;21,97;Argentina;Latin America;"Instituto de Investigaciones Medicas";"1945-2020";"Medicine (miscellaneous) (Q2)"
61;18259;"Revista Medica de Chile";journal;"07176163, 00349887";0,151;Q2;38;203;654;4065;125;601;0,21;20,02;Chile;Latin America;"Sociedad Medica de Santiago";"1945-2020";"Medicine (miscellaneous) (Q2)"
62;4800153106;"Acta Botanica Brasilica";journal;"01023306";0,148;Q4;47;31;66;808;5;61;0,08;26,06;Brazil;Latin America;"Sociedade Botanica de Sao Paulo";"1997-2020";"Plant Science (Q4)"
63;25359;"Revista Espanola de Enfermedades Digestivas";journal;"11300108";0,147;Q2;38;156;508;2975;95;352;0,14;19,07;Spain;Western Europe;"ARAN Ediciones S.A.";"1990-2020";"Medicine (miscellaneous) (Q2); Gastroenterology (Q3)"
64;19700182901;"Brazilian Journal of Pharmaceutical Sciences";journal;"19848250, 21759790";0,145;Q3;40;41;52;1213;6;52;0,00;29,59;Brazil;Latin America;"Faculdade de Ciencias Farmaceuticas (Biblioteca-";"2009-2020";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)"
65;24371;"Brazilian Dental Journal";journal;"01036440";0,144;Q3;50;17;51;20;5;51;0,06;1,18;Brazil;Latin America;"Associacao Brasileira de Divulgacao Cientifica";"1990-2020";"Dentistry (miscellaneous) (Q3)"
66;60803;"Gaceta Sanitaria";journal;"02139111";0,143;Q3;42;70;125;191;44;89;0,39;2,73;Spain;Western Europe;"Ediciones Doyma, S.L.";"1987-2020";"Public Health, Environmental and Occupational Health (Q3)"
67;18225;"Revista Cubana de Medicina (discontinued)";journal;"00347523, 1561302X";0,143;Q2;8;31;75;915;4;75;0,02;29,52;Cuba;Latin America;"Editorial Ciencias Medicas";"1959, 1962-1963, 1973-1992, 1996-2017";"Medicine (miscellaneous) (Q2)"
68;73135;"Ciencia del Suelo";journal;"03263169";0,141;Q4;18;15;66;316;6;66;0,11;21,07;Argentina;Latin America;"Asociacion Argentina de la Ciencia del Suelo";"1994-2020";"Soil Science (Q4)"
69;5000158301;"Revista Cubana de Medicina Militar";journal;"15613046, 01386557";0,140;Q2;8;20;49;388;3;49;0,05;19,40;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-2002, 2006-2020";"Medicine (miscellaneous) (Q2)"
70;5600153364;"Sociologia, Problemas e Praticas";journal;"08736529";0,140;Q3;15;18;88;687;8;86;0,16;38,17;Portugal;Western Europe;"Instituto Superior de Ciencias do Trabalho e da Empresa";"1996-2020";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q4)"
71;26181;"Trimestre Economico";journal;"00413011";0,131;Q4;11;22;73;482;2;73;0,03;21,91;Mexico;Latin America;"Fondo de Cultura Economica";"1979, 1981, 1989, 1996-2020";"Economics and Econometrics (Q4)"
72;15234;"Investigacion Clinica";journal;"05355133";0,130;Q3;21;23;87;163;15;76;0,13;7,09;Venezuela;Latin America;"";"1961, 1972-1986, 1988-2020";"Medicine (miscellaneous) (Q3)"
73;59940;"Journal of the Dental Association of South Africa = Die Tydskrif van die Tandheelkundige Vereniging van Suid-Afrika, The";journal;"00118516";0,127;Q3;11;0;187;0;12;171;0,09;0,00;South Africa;Africa;"African Medical Association";"1960-1961, 1965-1998";"Medicine (miscellaneous) (Q3)"
74;33067;"Arquivos Brasileiros de Cardiologia";journal;"0066782X";0,126;Q3;53;144;481;4174;72;443;0,14;28,99;Brazil;Latin America;"Arquivos Brasileiros de Cardiologia";"1950-2020";"Cardiology and Cardiovascular Medicine (Q3)"
75;20156;"Revista Alergia Mexico";journal;"00025151";0,126;Q4;15;37;123;677;14;112;0,09;18,30;Mexico;Latin America;"Nieto Editores";"1961, 1964-2020";"Immunology and Allergy (Q4)"
76;24940;"Revista Argentina de Dermatologia";journal;"03252787";0,126;Q3;5;25;82;400;5;80;0,05;16,00;Argentina;Latin America;"Asociation Argentina de Dermatologia";"1979-2018";"Dermatology (Q3)"
77;52374;"Acta odontologica latinoamericana : AOL";journal;"03264815";0,125;Q3;17;10;32;0;3;31;0,05;0,00;Argentina;Latin America;"Acta Odontologica Latinoamericana";"1984-1986, 1990, 1993-1994, 1996-2016";"Medicine (miscellaneous) (Q3)"
78;28168;"Finisterra";journal;"04305027";0,124;Q2;10;17;36;263;3;35;0,10;15,47;Portugal;Western Europe;"Universidade de Lisboa";"1978-1990, 1992-2002, 2007, 2012-2019";"Earth and Planetary Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q3)"
79;13562;"Revista Cubana de Investigaciones Biomedicas";journal;"15613011, 08640300";0,124;Q3;11;41;53;804;2;53;0,00;19,61;Cuba;Latin America;"Editorial Ciencias Medicas";"1988-1992, 1996-2020";"Medicine (miscellaneous) (Q3)"
80;5100152903;"Revista Cubana de Plantas Medicinales";journal;"10284796";0,124;Q4;12;24;45;313;2;45;0,07;13,04;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-1997, 1999-2002, 2005-2019";"Drug Discovery (Q4); Pharmacology (Q4); Plant Science (Q4)"
81;5000158304;"Revista Cubana de Obstetricia y Ginecologia";journal;"0138600X";0,123;Q3;9;34;59;433;5;59;0,05;12,74;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-2002, 2006-2019";"Obstetrics and Gynecology (Q3)"
82;145331;"Brazilian Archives of Biology and Technology";journal;"15168913";0,122;Q3;49;20;149;482;10;149;0,00;24,10;Brazil;Latin America;"Instituto de Tecnologia do Parana";"1998-2020";"Multidisciplinary (Q3)"
83;21100228063;"Journal of the Southern African Institute of Mining and Metallurgy";journal;"22256253";0,122;Q3;37;30;100;445;7;100;0,08;14,83;South Africa;Africa;"South African Institute of Mining and Metallurgy";"1988, 2006-2020";"Geotechnical Engineering and Engineering Geology (Q3); Metals and Alloys (Q3); Materials Chemistry (Q4)"
84;73721;"South African journal of communication disorders. Die Suid-Afrikaanse tydskrif vir Kommunikasieafwykings, The";journal;"03798046";0,122;Q3;11;10;28;0;3;28;0,00;0,00;South Africa;Africa;"South African Speech And Hearing Association";"1977-2020";"Medicine (miscellaneous) (Q3)"
85;5600152973;"Analisis Politico";journal;"01214705";0,121;Q2;7;0;1;0;0;1;0,00;0,00;Colombia;Latin America;"Universidad Nacional de Colombia";"1996, 2007-2012, 2014-2020";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
86;28318;"GEN";journal;"00163503";0,121;Q3;0;0;1;0;0;1;0,00;0,00;Venezuela;Latin America;"Sociedad Venezolana de Gastroenterologia/Venezuelan Society of Gastroenterology";"1971-1996";"Gastroenterology (Q3)"
87;4700152414;"Revista Mexicana de Biodiversidad";journal;"18705081, 1870509X";0,121;Q4;24;0;1;0;0;1;0,00;0,00;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2006-2020";"Ecology, Evolution, Behavior and Systematics (Q4)"
88;17356;"Revista Mexicana de Sociologia";journal;"01882503";0,121;Q4;10;0;1;0;0;1;0,00;0,00;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1976, 1978-1979, 1981, 1983, 1985, 1988, 1990, 1993, 1995-1996, 2011-2020";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
89;99288;"Colombia Medica";journal;"16579534, 01208322";0,118;Q3;18;27;83;527;3;83;0,02;19,52;Colombia;Latin America;"Facultad de Salud de la Universidad del Valle";"1946, 1990, 1996-2002, 2004-2020";"Medicine (miscellaneous) (Q3)"
90;12732;"Ginecologia y Obstetricia de Mexico";journal;"03009041";0,118;Q3;16;97;322;977;25;313;0,08;10,07;Mexico;Latin America;"Asociacion Mexicana de Ginecologia y Obstetricia";"1946-2020";"Medicine (miscellaneous) (Q3); Obstetrics and Gynecology (Q3)"
91;22599;"Revista Espanola de Salud Publica";journal;"21739110, 11355727, 16969820";0,117;Q3;35;69;143;1316;19;129;0,17;19,07;Spain;Western Europe;"Ministerio de Sanidad y Consumo";"1995-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)"
92;15543;"Biotecnologia Aplicada";journal;"10272852, 08644551";0,116;Q4;15;70;62;1193;7;62;0,11;17,04;Cuba;Latin America;"Elfos Scientiae";"1990-1992, 1998-2019";"Applied Microbiology and Biotechnology (Q4); Biotechnology (Q4)"
93;20017;"Nefrologia";journal;"19892284, 02116995, 20132514";0,113;Q4;35;95;342;2335;15;309;0,03;24,58;Spain;Western Europe;"Grupo Aula Medica S.A.";"1981-2020";"Nephrology (Q4)"
94;34097;"Archivos de Cardiologia de Mexico";journal;"14059940";0,112;Q4;17;69;186;1060;13;172;0,07;15,36;Mexico;Latin America;"Instituto Nacional de Cardiologia Ignazio Chavez";"2001-2020";"Cardiology and Cardiovascular Medicine (Q4)"
95;20500195068;"Journal of Microwaves, Optoelectronics and Electromagnetic Applications";journal;"21791074";0,112;Q3;17;10;16;98;1;16;0,06;9,80;Brazil;Latin America;"Brazilian Microwave and Optoelectronics Society";"2011-2020";"Electrical and Electronic Engineering (Q3)"
96;15058;"Revista Tecnica de la Facultad de Ingenieria Universidad del Zulia";journal;"02540770";0,112;Q3;8;23;68;271;4;68;0,05;11,78;Venezuela;Latin America;"Revista Tecnica de la Facultad de Ingeniera";"1996-2013, 2018";"Engineering (miscellaneous) (Q3)"
97;4000151823;"Scientia Agricola";journal;"01039016";0,112;Q4;52;36;41;720;3;37;0,07;20,00;Brazil;Latin America;"Escola Superior de Agricultura Luiz de Queiroz";"1997-2021";"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4)"
98;16957;"Analise Social";journal;"00032573";0,111;Q4;15;21;112;817;3;112;0,03;38,90;Portugal;Western Europe;"Instituto de Ciencias Sociais da Universidade de Lisboa";"1977-1978, 1981-1984, 1990, 1993-1994, 1996-2020";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
99;14730;"Revista Latinoamericana de Psicologia";journal;"01200534";0,111;Q4;27;23;58;936;1;58;0,00;40,70;Colombia;Latin America;"Konrad Lorenz Editores";"1980, 1984, 1992, 1996-2020";"Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
100;34848;"Boletin Medico del Hospital Infantil de Mexico";journal;"16651146, 05396115";0,110;Q4;12;0;38;0;1;33;0,00;0,00;Mexico;Latin America;"Hospital Infantil de Mexico Federico Gomez";"1946-1965, 1974-1998, 2012-2020";"Pediatrics, Perinatology and Child Health (Q4)"
101;74433;"Hornero";journal;"00733407";0,110;Q4;10;0;5;0;2;5;0,00;0,00;Argentina;Latin America;"Association Ornitologica del Plata";"1996, 2008-2018";"Ecology, Evolution, Behavior and Systematics (Q4)"
102;89299;"Revista Brasileira de Estudos de Populacao";journal;"01023098";0,110;Q3;13;0;2;0;0;2;0,00;0,00;Brazil;Latin America;"Associacao Brasileira De Estudos Populacionais";"1984-1992, 1996, 2007-2020";"Demography (Q3)"
103;20135;"Cadernos de Saude Publica";journal;"0102311X, 16784464";0,109;Q3;77;126;87;303;3;75;0,03;2,40;Brazil;Latin America;"Fundacao Oswaldo Cruz";"1998-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)"
104;14786;"Nutricion Hospitalaria";journal;"16995198, 02121611";0,109;Q3;53;55;143;1228;15;125;0,08;22,33;Spain;Western Europe;"ARAN Ediciones S.A.";"1989-2020";"Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q4)"
105;21949;"Revista Brasileira de Anestesiologia";journal;"00347094, 1806907X";0,108;Q4;29;42;68;841;1;68;0,00;20,02;Brazil;Latin America;"Elsevier Editora Ltda";"1960-1982, 1994-2020";"Anesthesiology and Pain Medicine (Q4)"
106;28167;"Revista Colombiana de Obstetricia y Ginecologia";journal;"00347434";0,107;Q4;8;0;28;0;1;28;0,00;0,00;Colombia;Latin America;"Fed. Colombiana de Asoc. de Obstetricia y Ginecologia";"1960, 1962-1971, 1973-1996, 2007-2020";"Obstetrics and Gynecology (Q4)"
