Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
31;21479;"Quimica Nova";journal;"01004042, 16787064";0,257;Q3;73;213;502;8420;347;482;0,70;39,53;Brazil;Latin America;"Sociedade Brasileira de Quimica";"1992, 1997-2020";"Chemistry (miscellaneous) (Q3)"
32;13567;"Revista de Biologia Tropical";journal;"00347744";0,250;Q2;38;111;374;2089;118;365;0,26;18,82;Costa Rica;Latin America;"Universidad de Costa Rica";"1969-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2)"
33;15162;"Eure";journal;"07176236, 02507161";0,242;Q3;27;20;59;769;10;59;0,16;38,45;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"1979, 1982, 1996-1998, 2001-2020";"Urban Studies (Q3)"
34;18852;"Revista Brasileira de Zootecnia";journal;"18069290, 15163598";0,238;Q3;53;280;781;8030;372;781;0,33;28,68;Brazil;Latin America;"Sociedade Brasileira de Zootecnia";"1996-2020";"Animal Science and Zoology (Q3)"
35;19332;"Salud Mental";journal;"01853325";0,238;Q3;24;53;159;1940;58;143;0,36;36,60;Mexico;Latin America;"Elsevier GmbH";"1995-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
36;17323;"Bothalia";journal;"23119284, 00068241";0,236;Q3;20;36;112;647;59;112;0,43;17,97;South Africa;Africa;"AOSIS (Pty) Ltd";"1978, 1993-2019";"Plant Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
37;61695;"Journal of the South African Veterinary Association";journal;"10199128, 22249435";0,233;Q2;31;46;122;1123;37;116;0,31;24,41;South Africa;Africa;"AOSIS (Pty) Ltd";"1945, 1948, 1961, 1971-2020";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
38;4800153106;"Acta Botanica Brasilica";journal;"01023306";0,231;Q3;47;101;183;3307;76;182;0,34;32,74;Brazil;Latin America;"Sociedade Botanica de Sao Paulo";"1997-2020";"Plant Science (Q3)"
39;22596;"Revista de Saude Publica";journal;"00348910, 15188787";0,229;Q2;77;147;404;2393;211;367;0,43;16,28;Brazil;Latin America;"University of Sao Paolo";"1967-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)"
40;38490;"Bragantia";journal;"00068705";0,228;Q2;32;76;135;1886;21;132;0,18;24,82;Brazil;Latin America;"Instituto Agronomico";"1977, 1979, 1985, 1992-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2); Materials Science (miscellaneous) (Q3)"
41;20135;"Cadernos de Saude Publica";journal;"0102311X, 16784464";0,228;Q2;77;222;620;568;282;586;0,32;2,56;Brazil;Latin America;"Fundacao Oswaldo Cruz";"1998-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)"
42;145505;"Revista Brasileira de Ciencia do Solo";journal;"01000683";0,228;Q3;51;107;105;3060;29;105;0,28;28,60;Brazil;Latin America;"Revista Brasileira de Ciencia do Solo";"2004-2020";"Agronomy and Crop Science (Q3); Soil Science (Q4)"
43;22186;"Genetics and Molecular Biology";journal;"14154757, 16784685";0,219;Q4;55;132;264;3940;135;262;0,50;29,85;Brazil;Latin America;"Brazilian Society of Genetics";"1998-2020";"Genetics (Q4); Molecular Biology (Q4)"
44;54988;"South African Journal of Animal Sciences";journal;"03751589";0,219;Q4;33;34;225;1019;56;225;0,25;29,97;South Africa;Africa;"Bureau for Scientific Publications";"1974, 1996-2020";"Animal Science and Zoology (Q4)"
45;25359;"Revista Espanola de Enfermedades Digestivas";journal;"11300108";0,218;Q2;38;176;391;3294;182;225;0,46;18,72;Spain;Western Europe;"ARAN Ediciones S.A.";"1990-2020";"Medicine (miscellaneous) (Q2); Gastroenterology (Q3)"
46;17944;"Darwiniana";journal;"00116793";0,217;Q3;21;17;48;412;10;48;0,19;24,24;Argentina;Latin America;"Instituto de Botanica Darwinion";"1985-1986, 1989-1990, 1992-1993, 1995-2020";"Plant Science (Q3)"
47;21100228063;"Journal of the Southern African Institute of Mining and Metallurgy";journal;"22256253";0,216;Q2;37;103;220;1186;41;211;0,16;11,51;South Africa;Africa;"South African Institute of Mining and Metallurgy";"1988, 2006-2020";"Geotechnical Engineering and Engineering Geology (Q2); Metals and Alloys (Q2); Materials Chemistry (Q3)"
48;20500195022;"Tecnologia y Ciencias del Agua";journal;"01878336, 20072422";0,211;Q3;12;45;106;987;22;106;0,16;21,93;Mexico;Latin America;"Instituto Mexicano de Tecnologia del Agua";"2010-2020";"Civil and Structural Engineering (Q3); Water Science and Technology (Q3)"
49;14786;"Nutricion Hospitalaria";journal;"16995198, 02121611";0,210;Q2;53;83;175;2209;114;154;0,61;26,61;Spain;Western Europe;"ARAN Ediciones S.A.";"1989-2020";"Medicine (miscellaneous) (Q2); Nutrition and Dietetics (Q3)"
50;52142;"Pesquisa odontologica brasileira = Brazilian oral research";journal;"15177491";0,209;Q3;45;54;186;299;55;184;0,28;5,54;Brazil;Latin America;"University of Sao Paolo";"2001-2020";"Dentistry (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)"
51;18819;"Pesquisa Veterinaria Brasileira";journal;"0100736X, 16785150";0,208;Q3;35;42;94;1251;31;92;0,22;29,79;Brazil;Latin America;"Colegio Brasileiro de Patologia Animal";"1996-2020";"Veterinary (miscellaneous) (Q3)"
52;17672;"Arquivo Brasileiro de Medicina Veterinaria e Zootecnia";journal;"01020935, 16784162";0,206;Q4;33;151;366;2958;50;366;0,13;19,59;Brazil;Latin America;"Universidade de Minas Gerais";"1996-2020";"Veterinary (miscellaneous) (Q4)"
53;15601;"Gayana - Botanica";journal;"00165301, 07176643";0,204;Q3;16;16;48;447;15;47;0,34;27,94;Chile;Latin America;"Universidad de Concepcion";"1981-1982, 1984, 2002-2019";"Ecology (Q3); Plant Science (Q3); Horticulture (Q4)"
54;18259;"Revista Medica de Chile";journal;"07176163, 00349887";0,200;Q3;38;205;611;4932;272;555;0,38;24,06;Chile;Latin America;"Sociedad Medica de Santiago";"1945-2020";"Medicine (miscellaneous) (Q3)"
55;33067;"Arquivos Brasileiros de Cardiologia";journal;"0066782X";0,199;Q3;53;215;555;5790;217;523;0,28;26,93;Brazil;Latin America;"Arquivos Brasileiros de Cardiologia";"1950-2020";"Cardiology and Cardiovascular Medicine (Q3)"
56;26700;"Revista Argentina de Endocrinologia y Metabolismo (discontinued)";journal;"18513034, 03264610";0,199;Q3;11;16;78;646;27;73;0,50;40,38;Argentina;Latin America;"Sociedad Argentina de Endocrinologia y Metabolismo";"1957-1960, 1964, 1999-2017";"Endocrinology, Diabetes and Metabolism (Q3); Endocrinology (Q4)"
57;37267;"Cuban Journal of Agricultural Science";journal;"08640408";0,197;Q4;12;68;180;1466;44;180;0,24;21,56;Cuba;Latin America;"Instituto de Ciencia Animal";"1981, 1996-2016";"Animal Science and Zoology (Q4)"
58;146161;"Acta Cirurgica Brasileira";journal;"01028650";0,194;Q3;30;151;99;625;11;99;0,09;4,14;Brazil;Latin America;"Sociedade Brasileira para o Desenvolvimento de Pesquisa em Cirurgia";"2002-2020";"Surgery (Q3)"
59;21100312401;"Revista Cubana de Informacion en Ciencias de la Salud";journal;"23072113";0,194;Q3;11;74;159;2714;8;138;0,06;36,68;Cuba;Latin America;"Centro Nacional De Informacion De Ciencias Medicas";"2013-2020";"Health Policy (Q3); Library and Information Sciences (Q3); Health Information Management (Q4)"
60;18825;"Sao Paulo Medical Journal";journal;"15163180, 18069460";0,193;Q3;40;118;168;1566;92;143;0,44;13,27;Brazil;Latin America;"Associacao Paulista de Medicina";"1994-2020";"Medicine (miscellaneous) (Q3)"
61;14594;"Social Work/Maatskaplike Werk";journal;"00378054";0,192;Q3;15;34;107;1088;22;102;0,19;32,00;South Africa;Africa;"University of Stellenbosch";"1972-1978, 1994-2020";"Social Work (Q3); Sociology and Political Science (Q3)"
62;26181;"Trimestre Economico";journal;"00413011";0,191;Q4;11;28;72;972;10;70;0,14;34,71;Mexico;Latin America;"Fondo de Cultura Economica";"1979, 1981, 1989, 1996-2020";"Economics and Econometrics (Q4)"
63;25279;"Revista Internacional de Contaminacion Ambiental";journal;"01884999";0,190;Q3;19;20;62;517;9;61;0,17;25,85;Mexico;Latin America;"Centro de Ciencias de la Atmosfera, UNAM";"1996-2020";"Pollution (Q3); Waste Management and Disposal (Q3)"
64;21100264507;"Revista Peruana de Biologia";journal;"17279933, 15610837";0,190;Q3;20;53;75;1211;17;71;0,20;22,85;Peru;Latin America;"Asociacion de Biologos de la Universidad Nacional Mayor de San Marcos";"1974, 1980, 1990, 1992, 1998-2020";"Agricultural and Biological Sciences (miscellaneous) (Q3)"
65;18225;"Revista Cubana de Medicina (discontinued)";journal;"00347523, 1561302X";0,188;Q3;8;35;126;801;8;126;0,05;22,89;Cuba;Latin America;"Editorial Ciencias Medicas";"1959, 1962-1963, 1973-1992, 1996-2017";"Medicine (miscellaneous) (Q3)"
66;26806;"Ciencias Marinas";journal;"01853880";0,187;Q4;29;63;136;1793;39;135;0,30;28,46;Mexico;Latin America;"Universidad Autonoma de Baja California";"1992-2020";"Aquatic Science (Q4)"
67;4400151728;"Revista Mexicana de Ciencias Geologicas";journal;"10268774";0,187;Q3;35;32;83;1432;29;83;0,31;44,75;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1996-2020";"Geology (Q3)"
68;20017;"Nefrologia";journal;"19892284, 02116995, 20132514";0,184;Q3;35;170;521;4393;215;400;0,35;25,84;Spain;Western Europe;"Grupo Aula Medica S.A.";"1981-2020";"Nephrology (Q3)"
69;29758;"Revista Mexicana de Fisica";journal;"0035001X";0,184;Q3;25;127;554;2455;114;552;0,22;19,33;Mexico;Latin America;"Sociedad Mexicana de Fisica";"1991-1993, 1995-2020";"Education (Q3); Physics and Astronomy (miscellaneous) (Q4)"
70;60803;"Gaceta Sanitaria";journal;"02139111";0,182;Q3;42;83;275;300;153;228;0,45;3,61;Spain;Western Europe;"Ediciones Doyma, S.L.";"1987-2020";"Public Health, Environmental and Occupational Health (Q3)"
71;15096;"Jornal de Pediatria";journal;"16784782, 00217557";0,181;Q3;52;129;360;3839;169;275;0,48;29,76;Brazil;Latin America;"Elsevier Editora Ltda";"1945-1965, 1973-2020";"Pediatrics, Perinatology and Child Health (Q3)"
72;77291;"Biomedica";journal;"01204157";0,180;Q3;28;64;187;474;51;172;0,24;7,41;Colombia;Latin America;"Instituto Nacional de Salud";"2001-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)"
73;130143;"Brazilian Journal of Microbiology";journal;"15178382";0,180;Q4;64;71;252;1844;75;252;0,15;25,97;Brazil;Latin America;"Elsevier Editora Ltda";"2000-2020";"Microbiology (Q4)"
74;20365;"Revista Argentina de Microbiologia";journal;"03257541";0,180;Q3;26;45;118;1166;48;118;0,30;25,91;Spain;Western Europe;"Elsevier Doyma";"1979-2020";"Medicine (miscellaneous) (Q3); Microbiology (medical) (Q3); Microbiology (Q4)"
75;13841;"Brazilian Journal of Biology";journal;"15196984, 16784375";0,177;Q3;53;86;289;62;102;289;0,28;0,72;Brazil;Latin America;"Instituto Internacional de Ecologia";"2000-2020";"Agricultural and Biological Sciences (miscellaneous) (Q3)"
76;12732;"Ginecologia y Obstetricia de Mexico";journal;"03009041";0,175;Q3;16;114;282;1548;75;244;0,23;13,58;Mexico;Latin America;"Asociacion Mexicana de Ginecologia y Obstetricia";"1946-2020";"Medicine (miscellaneous) (Q3); Obstetrics and Gynecology (Q3)"
77;23432;"Journal of the Chilean Chemical Society";journal;"07179324, 07179707";0,172;Q3;31;60;205;1483;68;202;0,34;24,72;Chile;Latin America;"Sociedad Chilena De Quimica";"2003-2020";"Chemistry (miscellaneous) (Q3)"
78;14730;"Revista Latinoamericana de Psicologia";journal;"01200534";0,172;Q3;27;32;70;1437;11;69;0,15;44,91;Colombia;Latin America;"Konrad Lorenz Editores";"1980, 1984, 1992, 1996-2020";"Psychology (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)"
79;5600153364;"Sociologia, Problemas e Praticas";journal;"08736529";0,171;Q3;15;20;70;703;11;69;0,18;35,15;Portugal;Western Europe;"Instituto Superior de Ciencias do Trabalho e da Empresa";"1996-2020";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
80;22599;"Revista Espanola de Salud Publica";journal;"21739110, 11355727, 16969820";0,170;Q3;35;57;184;1646;102;154;0,48;28,88;Spain;Western Europe;"Ministerio de Sanidad y Consumo";"1995-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
81;29996;"Archivos Latinoamericanos de Nutricion";journal;"00040622";0,169;Q3;34;63;191;1564;58;186;0,21;24,83;Venezuela;Latin America;"Archivos Latinoamericanos Nutricion";"1971-2019";"Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q3)"
82;25953;"Dados";journal;"16784588, 00115258";0,167;Q3;26;24;71;806;12;71;0,10;33,58;Brazil;Latin America;"Inst. Univ. de Pesquisas do Rio de Janeiro";"1996-2020";"Social Sciences (miscellaneous) (Q3)"
83;19262;"Revista Brasileira de Psiquiatria";journal;"1809452X, 15164446";0,166;Q3;53;102;226;2383;75;161;0,36;23,36;Brazil;Latin America;"Associacao Brasileira de Psiquiatria";"1999-2020";"Psychiatry and Mental Health (Q3)"
84;22476;"Informacion Tecnologica";journal;"07180764, 07168756";0,165;Q2;14;70;349;999;21;342;0,08;14,27;Chile;Latin America;"Centro de Informacion Tecnologica";"1996-2020";"Energy (miscellaneous) (Q2); Geotechnical Engineering and Engineering Geology (Q2); Industrial and Manufacturing Engineering (Q2); Strategy and Management (Q3); Computer Science Applications (Q4); Food Science (Q4)"
85;21544;"South African Journal of Chemistry";journal;"03794350";0,165;Q4;20;25;39;814;20;39;0,58;32,56;South Africa;Africa;"Bureau for Scientific Publications";"1996-2020";"Chemistry (miscellaneous) (Q4)"
86;26787;"Boletin de Investigaciones Marinas y Costeras";journal;"01229761";0,164;Q3;14;12;49;440;7;49;0,20;36,67;Colombia;Latin America;"Instituto de Investigaciones Marinas y Costeras "Jose Benito Vives De Andreis"";"1996-1998, 2001-2019";"Oceanography (Q3); Water Science and Technology (Q3); Animal Science and Zoology (Q4); Aquatic Science (Q4)"
87;28247;"Arquivos de Gastroenterologia";journal;"16784219, 00042803";0,163;Q3;30;51;148;1384;65;136;0,30;27,14;Brazil;Latin America;"IBEPEGE - Inst. Bras. Estudos Pesquisas Gastroent.";"1973-2020";"Gastroenterology (Q3)"
88;15234;"Investigacion Clinica";journal;"05355133";0,161;Q3;21;36;89;1195;35;86;0,32;33,19;Venezuela;Latin America;"";"1961, 1972-1986, 1988-2020";"Medicine (miscellaneous) (Q3)"
89;73135;"Ciencia del Suelo";journal;"03263169";0,160;Q4;18;23;47;626;9;47;0,16;27,22;Argentina;Latin America;"Asociacion Argentina de la Ciencia del Suelo";"1994-2020";"Soil Science (Q4)"
90;21811;"Farmacia Hospitalaria";journal;"21718695, 11306343";0,160;Q3;23;76;211;1729;79;167;0,44;22,75;Spain;Western Europe;"Grupo Aula Medica S.A.";"1990-2020";"Medicine (miscellaneous) (Q3); Pharmacology (Q4)"
91;19930;"International braz j urol : official journal of the Brazilian Society of Urology";journal;"16776119, 16775538";0,160;Q3;39;186;369;1289;56;213;0,14;6,93;Brazil;Latin America;"Brazilian Society of Urology";"2002-2020";"Medicine (miscellaneous) (Q3); Urology (Q3)"
92;20856;"West Indian Medical Journal";journal;"00433144";0,160;Q3;31;96;313;1602;73;255;0,21;16,69;Jamaica;Latin America;"University of the West Indies";"1954-2019";"Medicine (miscellaneous) (Q3)"
93;22301;"South African Journal of Surgery";journal;"00382361";0,159;Q3;22;31;81;683;30;54;0,41;22,03;South Africa;Africa;"South African Medical Association";"1965-2020";"Surgery (Q3)"
94;5000153301;"Proyecciones";journal;"07176279, 07160917";0,158;Q4;12;0;16;0;2;16;0,00;0,00;Chile;Latin America;"Universidad Catolica del Norte";"2000-2002, 2006-2020";"Mathematics (miscellaneous) (Q4)"
95;5000158301;"Revista Cubana de Medicina Militar";journal;"15613046, 01386557";0,156;Q3;8;0;46;0;2;46;0,00;0,00;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-2002, 2006-2020";"Medicine (miscellaneous) (Q3)"
96;27990;"Revista da Associacao Medica Brasileira";journal;"01044230";0,156;Q3;37;124;267;1670;59;233;0,20;13,47;Brazil;Latin America;"Associacao Medica Brasileira";"1976, 1992-2020";"Medicine (miscellaneous) (Q3)"
97;18367;"Medicina";journal;"16699106, 00257680";0,155;Q3;32;120;325;2372;92;224;0,24;19,77;Argentina;Latin America;"Instituto de Investigaciones Medicas";"1945-2020";"Medicine (miscellaneous) (Q3)"
98;23044;"Revista Cubana de Medicina Tropical";journal;"03750760, 15613054";0,155;Q4;18;55;101;641;20;99;0,23;11,65;Cuba;Latin America;"Editorial Ciencias Medicas";"1976-2020";"Infectious Diseases (Q4); Parasitology (Q4)"
99;27644;"Curationis";journal;"03798577";0,154;Q3;21;47;92;102;18;88;0,17;2,17;South Africa;Africa;"Democratic Nursing Organisation of South Africa";"1978-2020";"Medicine (miscellaneous) (Q3)"
100;19264;"Revista Chilena de Neuro-Psiquiatria";journal;"07179227, 00347388";0,154;Q3;15;40;119;849;23;109;0,15;21,23;Chile;Latin America;"Sociedad de Neurologia Psiquiatria y Neurocirugia";"1948, 1974, 1979, 1981-1988, 1997-1998, 2000-2020";"Psychiatry and Mental Health (Q3); Surgery (Q3); Neurology (clinical) (Q4)"
101;145331;"Brazilian Archives of Biology and Technology";journal;"15168913";0,152;Q2;49;190;263;4454;53;263;0,15;23,44;Brazil;Latin America;"Instituto de Tecnologia do Parana";"1998-2020";"Multidisciplinary (Q2)"
102;16755;"Acta Bioquimica Clinica Latinoamericana (discontinued)";journal;"03252957";0,150;Q4;11;49;146;1245;11;132;0,07;25,41;Argentina;Latin America;"Federacion de Bioquimica";"1975-1980, 1996-2017";"Clinical Biochemistry (Q4)"
103;4000148010;"Clinics";journal;"19805322, 18075932";0,150;Q3;61;79;162;730;86;153;0,42;9,24;Brazil;Latin America;"University of Sao Paolo";"1945-1946, 2005-2020";"Medicine (miscellaneous) (Q3)"
104;19917;"Revista Brasileira de Medicina do Esporte";journal;"15178692";0,145;Q3;28;64;81;1948;21;81;0,26;30,44;Brazil;Latin America;"Redprint Editora Ltda";"2003-2020";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Orthopedics and Sports Medicine (Q4); Sports Science (Q4)"
105;19978;"Ars Pharmaceutica (discontinued)";journal;"00042927";0,144;Q3;20;29;41;638;15;39;0,37;22,00;Spain;Western Europe;"Universidad de Granada";"1980-1981, 1983-1984, 1986-2001, 2003-2017";"History and Philosophy of Science (Q3); Pharmaceutical Science (Q3)"
106;52374;"Acta odontologica latinoamericana : AOL";journal;"03264815";0,142;Q3;17;12;17;0;5;17;0,18;0,00;Argentina;Latin America;"Acta Odontologica Latinoamericana";"1984-1986, 1990, 1993-1994, 1996-2016";"Medicine (miscellaneous) (Q3)"
