Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2003);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
18;18625;"Koedoe";journal;"20710771, 00756458";0,293;Q3;29;17;56;501;31;56;0,38;29,47;South Africa;Africa;"AOSIS (Pty) Ltd";"1980-1984, 1987-2006, 2008-2020";"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
19;21807;"Brazilian Journal of Infectious Diseases";journal;"14138670, 16784391";0,277;Q3;45;56;159;432;94;148;0,52;7,71;Brazil;Latin America;"Elsevier Editora Ltda";"2000-2020";"Infectious Diseases (Q3); Microbiology (medical) (Q3)"
20;18349;"South African Medical Journal";journal;"02569574, 20785135";0,268;Q2;57;415;1340;2393;350;407;0,24;5,77;South Africa;Africa;"South African Medical Association";"1945-2020";"Medicine (miscellaneous) (Q2)"
21;12079;"Atmosfera";journal;"01876236";0,260;Q3;29;15;52;477;19;52;0,35;31,80;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1988-2020";"Atmospheric Science (Q3)"
22;18659;"Anais da Academia Brasileira de Ciencias";journal;"00013765, 16782690";0,259;Q1;58;40;143;1408;97;143;0,58;35,20;Brazil;Latin America;"Academia Brasileira de Ciencias";"1945-1946, 1949, 1970-1992, 1994-2020";"Multidisciplinary (Q1)"
23;21100228063;"Journal of the Southern African Institute of Mining and Metallurgy";journal;"22256253";0,258;Q2;37;76;162;976;29;158;0,14;12,84;South Africa;Africa;"South African Institute of Mining and Metallurgy";"1988, 2006-2020";"Geotechnical Engineering and Engineering Geology (Q2); Metals and Alloys (Q2); Materials Chemistry (Q3)"
24;26181;"Trimestre Economico";journal;"00413011";0,257;Q3;11;26;60;882;10;59;0,11;33,92;Mexico;Latin America;"Fondo de Cultura Economica";"1979, 1981, 1989, 1996-2020";"Economics and Econometrics (Q3)"
25;22596;"Revista de Saude Publica";journal;"00348910, 15188787";0,253;Q2;77;120;344;2082;172;325;0,36;17,35;Brazil;Latin America;"University of Sao Paolo";"1967-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)"
26;17323;"Bothalia";journal;"23119284, 00068241";0,247;Q3;20;30;104;752;26;103;0,27;25,07;South Africa;Africa;"AOSIS (Pty) Ltd";"1978, 1993-2019";"Plant Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
27;18819;"Pesquisa Veterinaria Brasileira";journal;"0100736X, 16785150";0,244;Q3;35;26;78;912;23;77;0,15;35,08;Brazil;Latin America;"Colegio Brasileiro de Patologia Animal";"1996-2020";"Veterinary (miscellaneous) (Q3)"
28;72196;"Pesquisa Agropecuaria Brasileira";journal;"0100204X, 16783921";0,239;Q3;56;190;730;4008;141;730;0,16;21,09;Brazil;Latin America;"Embrapa";"1978, 1983-1984, 1986-1987, 1996-2020";"Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3)"
29;21479;"Quimica Nova";journal;"01004042, 16787064";0,237;Q3;73;165;431;6574;260;424;0,61;39,84;Brazil;Latin America;"Sociedade Brasileira de Quimica";"1992, 1997-2020";"Chemistry (miscellaneous) (Q3)"
30;14730;"Revista Latinoamericana de Psicologia";journal;"01200534";0,235;Q2;27;21;59;707;46;59;1,10;33,67;Colombia;Latin America;"Konrad Lorenz Editores";"1980, 1984, 1992, 1996-2020";"Social Sciences (miscellaneous) (Q2); Psychology (miscellaneous) (Q3)"
31;4000151823;"Scientia Agricola";journal;"01039016";0,234;Q3;52;117;341;2989;56;304;0,16;25,55;Brazil;Latin America;"Escola Superior de Agricultura Luiz de Queiroz";"1997-2021";"Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3)"
32;14224;"Arquivos de Neuro-Psiquiatria";journal;"16784227, 0004282X";0,231;Q3;48;222;578;5218;277;571;0,42;23,50;Brazil;Latin America;"Arquivos de Neuro-Psiquiatria";"1945-1965, 1971-2020";"Neurology (clinical) (Q3); Biological Psychiatry (Q4)"
33;24740;"Latin American Applied Research";journal;"03270793";0,228;Q2;23;78;179;1081;39;178;0,22;13,86;Argentina;Latin America;"PLAPIQUI Planta Piloto de Ingenieria Quimica, CONICET / Universidad Nacional del Sur";"1996-2020";"Chemical Engineering (miscellaneous) (Q2); Mechanical Engineering (Q2); Chemistry (miscellaneous) (Q3)"
34;26806;"Ciencias Marinas";journal;"01853880";0,226;Q4;29;48;103;1523;36;102;0,20;31,73;Mexico;Latin America;"Universidad Autonoma de Baja California";"1992-2020";"Aquatic Science (Q4)"
35;22604;"Revista Panamericana de Salud Publica/Pan American Journal of Public Health";journal;"16805348, 10204989";0,223;Q3;57;121;346;2450;119;321;0,29;20,25;United States;Northern America;"Pan American Health Organization";"1997-2020";"Public Health, Environmental and Occupational Health (Q3)"
36;22476;"Informacion Tecnologica";journal;"07180764, 07168756";0,218;Q2;14;106;361;1382;32;361;0,09;13,04;Chile;Latin America;"Centro de Informacion Tecnologica";"1996-2020";"Energy (miscellaneous) (Q2); Geotechnical Engineering and Engineering Geology (Q2); Industrial and Manufacturing Engineering (Q2); Computer Science Applications (Q3); Food Science (Q3); Strategy and Management (Q3)"
37;17672;"Arquivo Brasileiro de Medicina Veterinaria e Zootecnia";journal;"01020935, 16784162";0,216;Q3;33;126;350;2450;42;350;0,08;19,44;Brazil;Latin America;"Universidade de Minas Gerais";"1996-2020";"Veterinary (miscellaneous) (Q3)"
38;18852;"Revista Brasileira de Zootecnia";journal;"18069290, 15163598";0,216;Q4;53;241;600;6484;173;600;0,19;26,90;Brazil;Latin America;"Sociedade Brasileira de Zootecnia";"1996-2020";"Animal Science and Zoology (Q4)"
39;4800153106;"Acta Botanica Brasilica";journal;"01023306";0,215;Q3;47;52;109;1762;29;107;0,24;33,88;Brazil;Latin America;"Sociedade Botanica de Sao Paulo";"1997-2020";"Plant Science (Q3)"
40;22186;"Genetics and Molecular Biology";journal;"14154757, 16784685";0,215;Q4;55;80;289;2508;116;285;0,38;31,35;Brazil;Latin America;"Brazilian Society of Genetics";"1998-2020";"Genetics (Q4); Molecular Biology (Q4)"
41;29996;"Archivos Latinoamericanos de Nutricion";journal;"00040622";0,214;Q2;34;58;190;1983;84;188;0,40;34,19;Venezuela;Latin America;"Archivos Latinoamericanos Nutricion";"1971-2019";"Medicine (miscellaneous) (Q2); Nutrition and Dietetics (Q3)"
42;54988;"South African Journal of Animal Sciences";journal;"03751589";0,207;Q4;33;35;103;1099;34;103;0,37;31,40;South Africa;Africa;"Bureau for Scientific Publications";"1974, 1996-2020";"Animal Science and Zoology (Q4)"
43;12400154701;"Latin American Journal of Aquatic Research";journal;"0718560X";0,203;Q3;28;20;44;595;9;44;0,24;29,75;Chile;Latin America;"Pontificia Universidad Catolica de Valparaiso";"2008-2020";"Oceanography (Q3); Aquatic Science (Q4)"
44;18825;"Sao Paulo Medical Journal";journal;"15163180, 18069460";0,202;Q2;40;57;149;1249;82;121;0,46;21,91;Brazil;Latin America;"Associacao Paulista de Medicina";"1994-2020";"Medicine (miscellaneous) (Q2)"
45;21811;"Farmacia Hospitalaria";journal;"21718695, 11306343";0,201;Q2;23;66;163;1097;35;130;0,16;16,62;Spain;Western Europe;"Grupo Aula Medica S.A.";"1990-2020";"Medicine (miscellaneous) (Q2); Pharmacology (Q3)"
46;24371;"Brazilian Dental Journal";journal;"01036440";0,200;Q3;50;41;104;18;40;104;0,40;0,44;Brazil;Latin America;"Associacao Brasileira de Divulgacao Cientifica";"1990-2020";"Dentistry (miscellaneous) (Q3)"
47;37267;"Cuban Journal of Agricultural Science";journal;"08640408";0,197;Q4;12;64;182;1247;38;182;0,17;19,48;Cuba;Latin America;"Instituto de Ciencia Animal";"1981, 1996-2016";"Animal Science and Zoology (Q4)"
48;23432;"Journal of the Chilean Chemical Society";journal;"07179324, 07179707";0,197;Q3;31;70;188;1687;53;185;0,24;24,10;Chile;Latin America;"Sociedad Chilena De Quimica";"2003-2020";"Chemistry (miscellaneous) (Q3)"
49;14594;"Social Work/Maatskaplike Werk";journal;"00378054";0,195;Q3;15;37;88;1003;13;88;0,14;27,11;South Africa;Africa;"University of Stellenbosch";"1972-1978, 1994-2020";"Social Work (Q3); Sociology and Political Science (Q3)"
50;20500195022;"Tecnologia y Ciencias del Agua";journal;"01878336, 20072422";0,193;Q3;12;36;103;680;18;103;0,20;18,89;Mexico;Latin America;"Instituto Mexicano de Tecnologia del Agua";"2010-2020";"Civil and Structural Engineering (Q3); Water Science and Technology (Q3)"
51;25279;"Revista Internacional de Contaminacion Ambiental";journal;"01884999";0,191;Q3;19;21;57;528;13;56;0,22;25,14;Mexico;Latin America;"Centro de Ciencias de la Atmosfera, UNAM";"1996-2020";"Pollution (Q3); Waste Management and Disposal (Q3)"
52;15543;"Biotecnologia Aplicada";journal;"10272852, 08644551";0,189;Q3;15;42;121;1088;9;119;0,10;25,90;Cuba;Latin America;"Elfos Scientiae";"1990-1992, 1998-2019";"Applied Microbiology and Biotechnology (Q3); Biotechnology (Q3)"
53;26700;"Revista Argentina de Endocrinologia y Metabolismo (discontinued)";journal;"18513034, 03264610";0,188;Q3;11;16;115;457;9;113;0,09;28,56;Argentina;Latin America;"Sociedad Argentina de Endocrinologia y Metabolismo";"1957-1960, 1964, 1999-2017";"Endocrinology, Diabetes and Metabolism (Q3); Endocrinology (Q4)"
54;21100312401;"Revista Cubana de Informacion en Ciencias de la Salud";journal;"23072113";0,188;Q3;11;59;97;767;10;97;0,07;13,00;Cuba;Latin America;"Centro Nacional De Informacion De Ciencias Medicas";"2013-2020";"Health Policy (Q3); Library and Information Sciences (Q3); Health Information Management (Q4)"
55;21100264507;"Revista Peruana de Biologia";journal;"17279933, 15610837";0,188;Q3;20;27;50;599;6;49;0,21;22,19;Peru;Latin America;"Asociacion de Biologos de la Universidad Nacional Mayor de San Marcos";"1974, 1980, 1990, 1992, 1998-2020";"Agricultural and Biological Sciences (miscellaneous) (Q3)"
56;20500195068;"Journal of Microwaves, Optoelectronics and Electromagnetic Applications";journal;"21791074";0,187;Q3;17;21;37;208;8;37;0,22;9,90;Brazil;Latin America;"Brazilian Microwave and Optoelectronics Society";"2011-2020";"Electrical and Electronic Engineering (Q3)"
57;73135;"Ciencia del Suelo";journal;"03263169";0,184;Q4;18;12;54;222;9;54;0,20;18,50;Argentina;Latin America;"Asociacion Argentina de la Ciencia del Suelo";"1994-2020";"Soil Science (Q4)"
58;20856;"West Indian Medical Journal";journal;"00433144";0,183;Q2;31;98;351;1255;66;311;0,16;12,81;Jamaica;Latin America;"University of the West Indies";"1954-2019";"Medicine (miscellaneous) (Q2)"
59;14578;"Ecologia Austral";journal;"03275477, 1667782X";0,178;Q4;30;20;52;607;12;52;0,17;30,35;Argentina;Latin America;"Asociacion Argentina de Ecologia";"1991, 1993-2020";"Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)"
60;5600153364;"Sociologia, Problemas e Praticas";journal;"08736529";0,178;Q3;15;24;68;967;6;66;0,06;40,29;Portugal;Western Europe;"Instituto Superior de Ciencias do Trabalho e da Empresa";"1996-2020";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
61;3500148007;"Revista Chilena de Infectologia";journal;"07161018";0,177;Q3;19;14;94;232;26;94;0,25;16,57;Chile;Latin America;"Sociedad Chilena de Infectologia";"2000-2020";"Infectious Diseases (Q3); Public Health, Environmental and Occupational Health (Q3)"
62;22599;"Revista Espanola de Salud Publica";journal;"21739110, 11355727, 16969820";0,177;Q3;35;63;173;1506;83;145;0,45;23,90;Spain;Western Europe;"Ministerio de Sanidad y Consumo";"1995-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
63;20365;"Revista Argentina de Microbiologia";journal;"03257541";0,176;Q3;26;42;110;997;39;110;0,32;23,74;Spain;Western Europe;"Elsevier Doyma";"1979-2020";"Medicine (miscellaneous) (Q3); Microbiology (medical) (Q3); Microbiology (Q4)"
64;20135;"Cadernos de Saude Publica";journal;"0102311X, 16784464";0,175;Q3;77;188;502;575;158;480;0,29;3,06;Brazil;Latin America;"Fundacao Oswaldo Cruz";"1998-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
65;60803;"Gaceta Sanitaria";journal;"02139111";0,174;Q3;42;80;234;438;106;183;0,43;5,48;Spain;Western Europe;"Ediciones Doyma, S.L.";"1987-2020";"Public Health, Environmental and Occupational Health (Q3)"
66;20017;"Nefrologia";journal;"19892284, 02116995, 20132514";0,170;Q3;35;167;463;3920;150;349;0,31;23,47;Spain;Western Europe;"Grupo Aula Medica S.A.";"1981-2020";"Nephrology (Q3)"
67;29758;"Revista Mexicana de Fisica";journal;"0035001X";0,170;Q3;25;226;438;3900;76;438;0,18;17,26;Mexico;Latin America;"Sociedad Mexicana de Fisica";"1991-1993, 1995-2020";"Education (Q3); Physics and Astronomy (miscellaneous) (Q4)"
68;130143;"Brazilian Journal of Microbiology";journal;"15178382";0,168;Q4;64;117;219;2065;54;217;0,16;17,65;Brazil;Latin America;"Elsevier Editora Ltda";"2000-2020";"Microbiology (Q4)"
69;13565;"Revista de Biologia Marina y Oceanografia";journal;"07173326";0,168;Q3;25;9;50;244;13;50;0,22;27,11;Chile;Latin America;"Universidad de Valparaiso";"1996-2020";"Oceanography (Q3); Aquatic Science (Q4)"
70;12732;"Ginecologia y Obstetricia de Mexico";journal;"03009041";0,167;Q3;16;91;265;1329;60;251;0,21;14,60;Mexico;Latin America;"Asociacion Mexicana de Ginecologia y Obstetricia";"1946-2020";"Medicine (miscellaneous) (Q3); Obstetrics and Gynecology (Q3)"
71;33067;"Arquivos Brasileiros de Cardiologia";journal;"0066782X";0,166;Q3;53;163;553;3831;141;538;0,24;23,50;Brazil;Latin America;"Arquivos Brasileiros de Cardiologia";"1950-2020";"Cardiology and Cardiovascular Medicine (Q3)"
72;18259;"Revista Medica de Chile";journal;"07176163, 00349887";0,165;Q3;38;205;600;4805;206;539;0,34;23,44;Chile;Latin America;"Sociedad Medica de Santiago";"1945-2020";"Medicine (miscellaneous) (Q3)"
73;19317;"Salud Publica de Mexico";journal;"16067916, 00363634";0,165;Q3;54;158;269;4001;85;220;0,25;25,32;Mexico;Latin America;"Instituto Nacional de Salud Publica";"1961-2020";"Public Health, Environmental and Occupational Health (Q3)"
74;19700190355;"Revista Brasileira de Cineantropometria e Desempenho Humano";journal;"14158426, 19800037";0,160;Q4;20;18;31;561;4;31;0,11;31,17;Brazil;Latin America;"Universidade Federal de Santa Catarina";"1999-2020";"Physiology (Q4); Physiology (medical) (Q4)"
75;28002;"Revista de Nutricao";journal;"14155273";0,160;Q3;36;47;92;1317;17;90;0,12;28,02;Brazil;Latin America;"";"2000-2020";"Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q3)"
76;19332;"Salud Mental";journal;"01853325";0,159;Q4;24;54;146;1767;30;127;0,26;32,72;Mexico;Latin America;"Elsevier GmbH";"1995-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
77;18367;"Medicina";journal;"16699106, 00257680";0,157;Q3;32;108;446;2424;122;356;0,26;22,44;Argentina;Latin America;"Instituto de Investigaciones Medicas";"1945-2020";"Medicine (miscellaneous) (Q3)"
78;25359;"Revista Espanola de Enfermedades Digestivas";journal;"11300108";0,156;Q3;38;119;410;2434;112;197;0,24;20,45;Spain;Western Europe;"ARAN Ediciones S.A.";"1990-2020";"Gastroenterology (Q3); Medicine (miscellaneous) (Q3)"
79;4400151728;"Revista Mexicana de Ciencias Geologicas";journal;"10268774";0,154;Q3;35;23;51;1044;10;51;0,19;45,39;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1996-2020";"Geology (Q3)"
80;15234;"Investigacion Clinica";journal;"05355133";0,147;Q3;21;31;77;917;24;71;0,32;29,58;Venezuela;Latin America;"";"1961, 1972-1986, 1988-2020";"Medicine (miscellaneous) (Q3)"
81;14786;"Nutricion Hospitalaria";journal;"16995198, 02121611";0,147;Q3;53;47;156;1205;61;142;0,41;25,64;Spain;Western Europe;"ARAN Ediciones S.A.";"1989-2020";"Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q3)"
82;24247;"Anais Brasileiros de Dermatologia";journal;"03650596, 18064841";0,144;Q3;44;81;260;1791;21;221;0,08;22,11;Brazil;Latin America;"Elsevier BV";"1963-1977, 1979-1980, 1990-2020";"Dermatology (Q3)"
83;15162;"Eure";journal;"07176236, 02507161";0,143;Q3;27;19;39;812;6;39;0,15;42,74;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"1979, 1982, 1996-1998, 2001-2020";"Urban Studies (Q3)"
84;20156;"Revista Alergia Mexico";journal;"00025151";0,143;Q4;15;43;122;983;37;109;0,32;22,86;Mexico;Latin America;"Nieto Editores";"1961, 1964-2020";"Immunology and Allergy (Q4)"
85;16957;"Analise Social";journal;"00032573";0,140;Q3;15;37;102;1579;13;100;0,09;42,68;Portugal;Western Europe;"Instituto de Ciencias Sociais da Universidade de Lisboa";"1977-1978, 1981-1984, 1990, 1993-1994, 1996-2020";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
86;145059;"CT y F - Ciencia, Tecnologia y Futuro";journal;"01225383";0,140;Q2;14;8;37;94;4;37;0,13;11,75;Colombia;Latin America;"Ecopetrol S.A.";"1996-2020";"Energy (miscellaneous) (Q2)"
87;27018;"Journal of Energy in Southern Africa";trade journal;"1021447X";0,140;Q2;20;28;67;282;4;49;0,07;10,07;South Africa;Africa;"Energy Research Institute, University of Cape Town";"1993-2007, 2009-2020";"Energy (miscellaneous) (Q2); Computer Science (miscellaneous) (Q3)"
88;15037;"Revista de la Facultad de Ingenieria";journal;"07984065";0,139;Q3;7;40;85;549;5;84;0,04;13,73;Venezuela;Latin America;"Universidad Central de Venezuela";"1994-2015, 2017";"Earth and Planetary Sciences (miscellaneous) (Q3); Engineering (miscellaneous) (Q3)"
89;28247;"Arquivos de Gastroenterologia";journal;"16784219, 00042803";0,138;Q3;30;49;139;1095;32;127;0,20;22,35;Brazil;Latin America;"IBEPEGE - Inst. Bras. Estudos Pesquisas Gastroent.";"1973-2020";"Gastroenterology (Q3)"
90;19930;"International braz j urol : official journal of the Brazilian Society of Urology";journal;"16776119, 16775538";0,138;Q3;39;96;234;1113;27;155;0,12;11,59;Brazil;Latin America;"Brazilian Society of Urology";"2002-2020";"Medicine (miscellaneous) (Q3); Urology (Q3)"
91;19700182901;"Brazilian Journal of Pharmaceutical Sciences";journal;"19848250, 21759790";0,136;Q3;40;86;121;1475;18;113;0,12;17,15;Brazil;Latin America;"Faculdade de Ciencias Farmaceuticas (Biblioteca-";"2009-2020";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)"
92;34097;"Archivos de Cardiologia de Mexico";journal;"14059940";0,135;Q4;17;73;260;1313;43;245;0,11;17,99;Mexico;Latin America;"Instituto Nacional de Cardiologia Ignazio Chavez";"2001-2020";"Cardiology and Cardiovascular Medicine (Q4)"
93;52374;"Acta odontologica latinoamericana : AOL";journal;"03264815";0,134;Q3;17;5;24;0;3;24;0,00;0,00;Argentina;Latin America;"Acta Odontologica Latinoamericana";"1984-1986, 1990, 1993-1994, 1996-2016";"Medicine (miscellaneous) (Q3)"
94;4000148010;"Clinics";journal;"19805322, 18075932";0,134;Q3;61;48;119;500;44;111;0,33;10,42;Brazil;Latin America;"University of Sao Paolo";"1945-1946, 2005-2020";"Medicine (miscellaneous) (Q3)"
95;19978;"Ars Pharmaceutica (discontinued)";journal;"00042927";0,133;Q3;20;17;53;409;12;53;0,13;24,06;Spain;Western Europe;"Universidad de Granada";"1980-1981, 1983-1984, 1986-2001, 2003-2017";"History and Philosophy of Science (Q3); Pharmaceutical Science (Q3)"
96;21949;"Revista Brasileira de Anestesiologia";journal;"00347094, 1806907X";0,133;Q3;29;93;196;2508;52;178;0,29;26,97;Brazil;Latin America;"Elsevier Editora Ltda";"1960-1982, 1994-2020";"Anesthesiology and Pain Medicine (Q3)"
97;16240;"Jornal Brasileiro de Psiquiatria";journal;"19820208, 00472085";0,131;Q4;22;46;123;1303;8;113;0,06;28,33;Brazil;Latin America;"Editora Cientifica Nacional Ltda";"1964-1977, 1982-2020";"Psychiatry and Mental Health (Q4)"
98;16755;"Acta Bioquimica Clinica Latinoamericana (discontinued)";journal;"03252957";0,130;Q4;11;44;126;1169;6;122;0,06;26,57;Argentina;Latin America;"Federacion de Bioquimica";"1975-1980, 1996-2017";"Clinical Biochemistry (Q4)"
99;13841;"Brazilian Journal of Biology";journal;"15196984, 16784375";0,130;Q3;53;83;247;22;56;247;0,21;0,27;Brazil;Latin America;"Instituto Internacional de Ecologia";"2000-2020";"Agricultural and Biological Sciences (miscellaneous) (Q3)"
100;21028;"Cirugia Plastica Ibero-Latinoamericana";journal;"03767892";0,130;Q3;10;0;90;0;6;77;0,04;0,00;Spain;Western Europe;"Sociedad Espanola de Cirugia Plastica Reparadora y Estetica (SECPRE)";"1975-2002, 2004-2020";"Surgery (Q3)"
101;38490;"Bragantia";journal;"00068705";0,129;Q3;32;54;75;1225;6;75;0,03;22,69;Brazil;Latin America;"Instituto Agronomico";"1977, 1979, 1985, 1992-2020";"Agricultural and Biological Sciences (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3)"
102;26787;"Boletin de Investigaciones Marinas y Costeras";journal;"01229761";0,126;Q3;14;15;24;518;4;24;0,17;34,53;Colombia;Latin America;"Instituto de Investigaciones Marinas y Costeras "Jose Benito Vives De Andreis"";"1996-1998, 2001-2019";"Water Science and Technology (Q3); Animal Science and Zoology (Q4); Aquatic Science (Q4); Oceanography (Q4)"
103;16100154756;"Lexikos";journal;"16844904";0,124;Q2;15;23;22;346;3;19;0,14;15,04;South Africa;Africa;"";"2002-2019";"Language and Linguistics (Q2); Linguistics and Language (Q2)"
104;76017;"Nascer e Crescer";journal;"08720754";0,123;Q4;3;62;166;520;3;150;0,03;8,39;Brazil;Latin America;"Hospital de Criancas Maria Pia";"1996-2008";"Pediatrics, Perinatology and Child Health (Q4)"
105;100069;"Historia";journal;"01019074, 19804369";0,121;Q2;6;0;0;0;0;0;0,00;0,00;Brazil;Latin America;"Universidade Estadual Paulista";"2007-2020";"Cultural Studies (Q2); History (Q2)"
106;25369;"Revista Critica de Ciencias Sociais";journal;"02541106";0,121;Q3;5;0;1;0;0;1;0,00;0,00;Portugal;Western Europe;"Centro de estudos sociais";"1981, 2001, 2015-2020";"Social Sciences (miscellaneous) (Q3); Psychology (miscellaneous) (Q4)"
