Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2009);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
54;25953;"Dados";journal;"16784588, 00115258";0,350;Q2;26;28;83;1401;20;83;0,28;50,04;Brazil;Latin America;"Inst. Univ. de Pesquisas do Rio de Janeiro";"1996-2020";"Social Sciences (miscellaneous) (Q2)"
55;18852;"Revista Brasileira de Zootecnia";journal;"18069290, 15163598";0,347;Q3;53;374;884;10989;602;880;0,55;29,38;Brazil;Latin America;"Sociedade Brasileira de Zootecnia";"1996-2020";"Animal Science and Zoology (Q3)"
56;16349;"Brazilian Journal of Chemical Engineering";journal;"01046632";0,342;Q2;52;73;193;1856;148;193;0,65;25,42;Brazil;Latin America;"Association Brasiliera de Eng. Quimica / Braz. Soc. Chem. Eng.";"1995-2020";"Chemical Engineering (miscellaneous) (Q2)"
57;4900153108;"Papeis Avulsos de Zoologia";journal;"00311049, 18070205";0,342;Q3;26;44;79;1649;42;79;0,57;37,48;Brazil;Latin America;"University of Sao Paolo";"2002-2020";"Animal Science and Zoology (Q3)"
58;30008;"Revista da Escola de Enfermagem da U S P";journal;"00806234";0,341;Q2;28;205;297;3378;160;285;0,44;16,48;Brazil;Latin America;"University of Sao Paolo";"1967-2020";"Nursing (miscellaneous) (Q2)"
59;38490;"Bragantia";journal;"00068705";0,340;Q2;32;119;291;2998;129;290;0,38;25,19;Brazil;Latin America;"Instituto Agronomico";"1977, 1979, 1985, 1992-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2)"
60;14786;"Nutricion Hospitalaria";journal;"16995198, 02121611";0,338;Q2;53;123;344;3307;375;311;1,06;26,89;Spain;Western Europe;"ARAN Ediciones S.A.";"1989-2020";"Medicine (miscellaneous) (Q2); Nutrition and Dietetics (Q2)"
61;4000151812;"Ciencia Rural";journal;"01038478";0,337;Q2;36;454;1084;9908;534;1084;0,38;21,82;Brazil;Latin America;"Universidade Federal de Santa Maria";"2006-2020";"Agronomy and Crop Science (Q2); Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
62;25359;"Revista Espanola de Enfermedades Digestivas";journal;"11300108";0,332;Q2;38;211;632;3431;401;342;0,54;16,26;Spain;Western Europe;"ARAN Ediciones S.A.";"1990-2020";"Gastroenterology (Q2); Medicine (miscellaneous) (Q2)"
63;5400152616;"Cerne";journal;"01047760";0,330;Q2;19;55;94;1088;31;94;0,33;19,78;Brazil;Latin America;"Federal University of Lavras";"2007-2020";"Forestry (Q2)"
64;18659;"Anais da Academia Brasileira de Ciencias";journal;"00013765, 16782690";0,329;Q1;58;78;190;3902;248;186;1,23;50,03;Brazil;Latin America;"Academia Brasileira de Ciencias";"1945-1946, 1949, 1970-1992, 1994-2020";"Multidisciplinary (Q1)"
65;4300151406;"Revista Brasileira de Entomologia";journal;"00855626, 18069665";0,327;Q3;31;104;229;2781;109;229;0,45;26,74;Brazil;Latin America;"Sociedade Brasileira de Entomologia";"2003, 2005-2020";"Insect Science (Q3)"
66;5400152628;"Revista Brasileira de Farmacognosia";journal;"0102695X, 1981528X";0,326;Q2;46;154;216;4842;646;207;2,99;31,44;Brazil;Latin America;"Springer Nature Switzerland AG";"2007-2020";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2)"
67;19317;"Salud Publica de Mexico";journal;"16067916, 00363634";0,325;Q3;54;180;504;5075;334;443;0,58;28,19;Mexico;Latin America;"Instituto Nacional de Salud Publica";"1961-2020";"Public Health, Environmental and Occupational Health (Q3)"
68;4900152701;"Brazilian Journal of Cardiovascular Surgery";journal;"01027638, 16789741";0,323;Q2;26;120;340;2220;168;243;0,58;18,50;Brazil;Latin America;"Sociedade Brasileira de Cirurgia Cardiovascular";"2006-2020";"Medicine (miscellaneous) (Q2); Cardiology and Cardiovascular Medicine (Q3); Surgery (Q3)"
69;4700152866;"Topoi";journal;"01677411, 15728749";0,322;Q1;23;20;64;418;37;59;0,77;20,90;Netherlands;Western Europe;"Springer Netherlands";"1982-1996, 2004, 2006-2020";"Philosophy (Q1)"
70;130143;"Brazilian Journal of Microbiology";journal;"15178382";0,321;Q3;64;144;396;4191;349;396;0,74;29,10;Brazil;Latin America;"Elsevier Editora Ltda";"2000-2020";"Microbiology (Q3)"
71;26806;"Ciencias Marinas";journal;"01853880";0,321;Q3;29;31;152;1225;95;150;0,61;39,52;Mexico;Latin America;"Universidad Autonoma de Baja California";"1992-2020";"Aquatic Science (Q3)"
72;77291;"Biomedica";journal;"01204157";0,317;Q2;28;71;230;1769;163;213;0,64;24,92;Colombia;Latin America;"Instituto Nacional de Salud";"2001-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
73;21811;"Farmacia Hospitalaria";journal;"21718695, 11306343";0,317;Q2;23;70;238;1168;120;90;0,39;16,69;Spain;Western Europe;"Grupo Aula Medica S.A.";"1990-2020";"Medicine (miscellaneous) (Q2); Pharmacology (Q3)"
74;60803;"Gaceta Sanitaria";journal;"02139111";0,316;Q3;42;146;391;3610;332;326;0,78;24,73;Spain;Western Europe;"Ediciones Doyma, S.L.";"1987-2020";"Public Health, Environmental and Occupational Health (Q3)"
75;17672;"Arquivo Brasileiro de Medicina Veterinaria e Zootecnia";journal;"01020935, 16784162";0,315;Q2;33;233;697;5051;328;697;0,38;21,68;Brazil;Latin America;"Universidade de Minas Gerais";"1996-2020";"Veterinary (miscellaneous) (Q2)"
76;52142;"Pesquisa odontologica brasileira = Brazilian oral research";journal;"15177491";0,315;Q2;45;85;198;1840;158;185;0,57;21,65;Brazil;Latin America;"University of Sao Paolo";"2001-2020";"Medicine (miscellaneous) (Q2); Dentistry (miscellaneous) (Q3)"
77;5100154603;"Opiniao Publica";journal;"01046276, 18070191";0,311;Q2;17;18;46;611;16;46;0,39;33,94;Brazil;Latin America;"Universidade Estadual de Campinas";"2006-2020";"Sociology and Political Science (Q2)"
78;145331;"Brazilian Archives of Biology and Technology";journal;"15168913";0,309;Q1;49;213;479;6422;296;478;0,47;30,15;Brazil;Latin America;"Instituto de Tecnologia do Parana";"1998-2020";"Multidisciplinary (Q1)"
79;4700152500;"Revista Brasileira de Fruticultura";journal;"01002945";0,309;Q2;28;169;481;3554;214;472;0,34;21,03;Brazil;Latin America;"Sociedade Brasileira de Fruticultura";"2006-2020";"Agronomy and Crop Science (Q2); Food Science (Q2); Plant Science (Q3)"
80;19930;"International braz j urol : official journal of the Brazilian Society of Urology";journal;"16776119, 16775538";0,308;Q2;39;200;920;1714;289;476;0,28;8,57;Brazil;Latin America;"Brazilian Society of Urology";"2002-2020";"Urology (Q2); Medicine (miscellaneous) (Q3)"
81;5000157201;"Bosque";journal;"03048799, 07179200";0,304;Q2;17;22;89;728;38;87;0,47;33,09;Chile;Latin America;"Universidad Austral de Chile";"2006-2020";"Forestry (Q2)"
82;4700152865;"Psicologia e Sociedade";journal;"18070310, 01027182";0,302;Q3;16;70;181;1740;38;167;0,16;24,86;Brazil;Latin America;"Associacao Brasileira de Psicologia Social";"2006-2020";"Social Psychology (Q3)"
83;4500151503;"Jornal Brasileiro de Pneumologia";journal;"18063713, 18063756";0,300;Q3;39;191;464;3980;383;403;0,79;20,84;Brazil;Latin America;"Sociedade Brasileira de Pneumologia e Tisiologia";"2004-2020";"Pulmonary and Respiratory Medicine (Q3)"
84;8600153101;"Horticultura Brasileira";journal;"18069991, 01020536";0,297;Q2;22;101;218;2157;71;209;0,33;21,36;Brazil;Latin America;"Sociedade de Olericultura do Brasil";"2007-2020";"Horticulture (Q2); Plant Science (Q3); Soil Science (Q3)"
85;5100152922;"Revista de Ciencia Politica";journal;"07161417";0,295;Q2;18;40;98;1114;56;96;0,46;27,85;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2002, 2006-2020";"Political Science and International Relations (Q2)"
86;100147322;"Materials Research";journal;"15161439";0,294;Q2;49;82;246;2222;153;236;0,60;27,10;Brazil;Latin America;"Universidade Federal de Sao Carlos";"2005-2020";"Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Condensed Matter Physics (Q3); Mechanics of Materials (Q3)"
87;21100422060;"Archives of endocrinology and metabolism";journal;"23593997, 23594292";0,292;Q3;50;157;568;6083;517;499;0,74;38,75;Brazil;Latin America;"Segmento Farma Editores";"2015-2020";"Endocrinology, Diabetes and Metabolism (Q3)"
88;21807;"Brazilian Journal of Infectious Diseases";journal;"14138670, 16784391";0,292;Q3;45;105;373;2707;304;367;0,67;25,78;Brazil;Latin America;"Elsevier Editora Ltda";"2000-2020";"Infectious Diseases (Q3); Microbiology (medical) (Q3)"
89;21479;"Quimica Nova";journal;"01004042, 16787064";0,292;Q3;73;405;957;18138;912;933;0,90;44,79;Brazil;Latin America;"Sociedade Brasileira de Quimica";"1992, 1997-2020";"Chemistry (miscellaneous) (Q3)"
90;22186;"Genetics and Molecular Biology";journal;"14154757, 16784685";0,290;Q4;55;129;420;4263;335;415;0,61;33,05;Brazil;Latin America;"Brazilian Society of Genetics";"1998-2020";"Genetics (Q4); Molecular Biology (Q4)"
91;54988;"South African Journal of Animal Sciences";journal;"03751589";0,288;Q3;33;107;125;2134;61;125;0,49;19,94;South Africa;Africa;"Bureau for Scientific Publications";"1974, 1996-2020";"Animal Science and Zoology (Q3)"
92;5000154002;"Gayana";journal;"0717652X, 07176538";0,287;Q3;17;25;107;722;49;106;0,27;28,88;Chile;Latin America;"Universidad de Concepcion";"2006-2019";"Animal Science and Zoology (Q3); Aquatic Science (Q3)"
93;18819;"Pesquisa Veterinaria Brasileira";journal;"0100736X, 16785150";0,283;Q2;35;164;235;4705;148;232;0,54;28,69;Brazil;Latin America;"Colegio Brasileiro de Patologia Animal";"1996-2020";"Veterinary (miscellaneous) (Q2)"
94;18807;"Onderstepoort Journal of Veterinary Research";journal;"22190635, 00302465";0,281;Q2;35;53;116;1305;79;116;0,57;24,62;South Africa;Africa;"AOSIS (Pty) Ltd";"1965-2020";"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
95;5000155903;"Psicologia: Reflexao e Critica";journal;"01027972, 16787153";0,280;Q3;21;50;185;1895;57;181;0,22;37,90;Switzerland;Western Europe;"Springer International Publishing AG";"2006-2020";"Psychology (miscellaneous) (Q3)"
96;19700174729;"Journal of the Mexican Chemical Society";journal;"1870249X, 16659686";0,278;Q3;22;37;38;1292;13;38;0,34;34,92;Mexico;Latin America;"Sociedad Quimica de Mexico A.C.";"2008-2020";"Chemistry (miscellaneous) (Q3)"
97;4700152616;"Chungara";journal;"07161182";0,277;Q2;24;17;55;1187;28;51;0,46;69,82;Chile;Latin America;"Universidad de Tarapaca";"2000-2002, 2004, 2006-2020";"Anthropology (Q2); Archeology (Q2)"
98;4700152300;"Brazilian Journal of Otorhinolaryngology";journal;"18088694, 18088686";0,273;Q3;33;163;393;3534;195;374;0,42;21,68;Brazil;Latin America;"Elsevier Editora Ltda";"2005-2020";"Otorhinolaryngology (Q3)"
99;17944;"Darwiniana";journal;"00116793";0,273;Q3;21;30;99;836;32;75;0,26;27,87;Argentina;Latin America;"Instituto de Botanica Darwinion";"1985-1986, 1989-1990, 1992-1993, 1995-2020";"Plant Science (Q3)"
100;14224;"Arquivos de Neuro-Psiquiatria";journal;"16784227, 0004282X";0,272;Q3;48;246;720;5899;529;690;0,67;23,98;Brazil;Latin America;"Arquivos de Neuro-Psiquiatria";"1945-1965, 1971-2020";"Neurology (clinical) (Q3); Biological Psychiatry (Q4)"
101;146161;"Acta Cirurgica Brasileira";journal;"01028650";0,263;Q3;30;86;386;1805;200;354;0,41;20,99;Brazil;Latin America;"Sociedade Brasileira para o Desenvolvimento de Pesquisa em Cirurgia";"2002-2020";"Surgery (Q3)"
102;24880;"South African Journal of Science";journal;"03708462, 00382353";0,263;Q2;61;93;346;2542;188;313;0,42;27,33;South Africa;Africa;"National Research Foundation";"1973-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2); Earth and Planetary Sciences (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)"
103;13567;"Revista de Biologia Tropical";journal;"00347744";0,261;Q2;38;132;475;4717;159;474;0,31;35,73;Costa Rica;Latin America;"Universidad de Costa Rica";"1969-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2)"
104;5100154602;"Mana: Estudos de Antropologia Social";journal;"01049313";0,260;Q2;12;31;48;1436;16;48;0,30;46,32;Brazil;Latin America;"Universidade Federal do Rio de Janeiro - UFRJ";"2006-2020";"Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2)"
105;10600153356;"Acta Colombiana de Psicologia";journal;"19099711, 01239155";0,259;Q3;11;27;42;945;13;41;0,31;35,00;Colombia;Latin America;"Universidad Catolica de Colombia";"2007-2020";"Psychiatry and Mental Health (Q3); Psychology (miscellaneous) (Q3)"
106;5100155097;"ACTA Paulista de Enfermagem";journal;"19820194, 01032100";0,258;Q1;21;116;238;2254;91;226;0,34;19,43;Brazil;Latin America;"Escola Paulista de Enfermagem, Universidade Federal de Sao Paulo";"2006-2014, 2017-2020";"Medical and Surgical Nursing (Q1); Advanced and Specialized Nursing (Q2)"
