Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
16;13260;"Biological Research";journal;"07176287, 07169760";0,654;Q1;55;42;190;1906;469;188;2,63;45,38;United Kingdom;Western Europe;"BioMed Central Ltd.";"1992-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
17;4000152106;"Journal of Applied Oral Science";journal;"16787757, 16787765";0,645;Q2;44;87;248;2440;476;233;1,84;28,05;Brazil;Latin America;"Faculdade de Odontologia de Bauru";"2006-2020";"Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
18;11700154202;"Revista Chilena de Derecho";journal;"07183437, 07160747";0,645;Q1;9;39;135;2088;35;127;0,25;53,54;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2007-2019";"Law (Q1)"
19;38551;"Annals of Hepatology";journal;"16652681";0,640;Q2;53;150;378;4562;560;321;1,40;30,41;Mexico;Latin America;"Mexican Association of Hepatology";"2002-2020";"Medicine (miscellaneous) (Q2); Hepatology (Q3)"
20;22186;"Genetics and Molecular Biology";journal;"14154757, 16784685";0,638;Q3;55;94;229;5243;400;223;1,65;55,78;Brazil;Latin America;"Brazilian Society of Genetics";"1998-2020";"Genetics (Q3); Molecular Biology (Q3)"
21;130143;"Brazilian Journal of Microbiology";journal;"15178382";0,630;Q3;64;120;509;3858;1091;508;2,16;32,15;Brazil;Latin America;"Elsevier Editora Ltda";"2000-2020";"Microbiology (Q3)"
22;28675;"Brazilian Journal of Medical and Biological Research";journal;"0100879X, 1414431X";0,611;Q1;88;157;453;5024;807;453;1,61;32,00;Brazil;Latin America;"Associacao Brasileira de Divulgacao Cientifica";"1973-2020";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biophysics (Q2); Medicine (miscellaneous) (Q2); Biochemistry (Q3); Cell Biology (Q3); Immunology (Q3); Neuroscience (miscellaneous) (Q3); Physiology (Q3)"
23;4800156305;"Crop Breeding and Applied Biotechnology";journal;"15187853";0,609;Q2;23;61;148;1442;158;137;0,89;23,64;Brazil;Latin America;"Brazilian Society of Plant Breeding";"2006-2020";"Agronomy and Crop Science (Q2); Biotechnology (Q2)"
24;21100266566;"Brazilian Journal of Geology";journal;"23174692, 23174889";0,608;Q2;19;30;142;1750;167;127;1,10;58,33;Brazil;Latin America;"Sociedade Brasileira de Geologia";"2013-2020";"Earth and Planetary Sciences (miscellaneous) (Q2)"
25;8600153101;"Horticultura Brasileira";journal;"18069991, 01020536";0,605;Q1;22;95;264;2219;231;248;0,76;23,36;Brazil;Latin America;"Sociedade de Olericultura do Brasil";"2007-2020";"Horticulture (Q1); Plant Science (Q2); Soil Science (Q2)"
26;4600151502;"Revista Brasileira de Epidemiologia";journal;"1415790X, 19805497";0,605;Q3;32;79;313;2612;357;291;0,88;33,06;Brazil;Latin America;"Associacao Brasileira de Pos - Graduacao em Saude Coletiva";"2006-2020";"Epidemiology (Q3)"
27;27797;"Revista Mexicana de Astronomia y Astrofisica";journal;"01851101";0,596;Q3;34;40;90;1661;154;90;2,04;41,53;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1996-2020";"Astronomy and Astrophysics (Q3); Space and Planetary Science (Q3)"
28;4000151823;"Scientia Agricola";journal;"01039016";0,578;Q2;52;63;212;2069;354;196;1,51;32,84;Brazil;Latin America;"Escola Superior de Agricultura Luiz de Queiroz";"1997-2021";"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2)"
29;21100235819;"Verbum et Ecclesia";journal;"20747705, 16099982";0,575;Q1;8;43;214;1921;73;212;0,41;44,67;South Africa;Africa;"AOSIS (Pty) Ltd";"2013-2020";"Religious Studies (Q1); Sociology and Political Science (Q2)"
30;4000152107;"Journal of Venomous Animals and Toxins Including Tropical Diseases";journal;"16789199";0,573;Q2;30;40;145;1909;285;138;1,73;47,73;United Kingdom;Western Europe;"Centro de Estudos de Venenos e Animais Peconhentos";"2006-2020";"Animal Science and Zoology (Q2); Infectious Diseases (Q3); Parasitology (Q3); Toxicology (Q3)"
31;5100154603;"Opiniao Publica";journal;"01046276, 18070191";0,573;Q2;17;27;75;1407;53;75;0,67;52,11;Brazil;Latin America;"Universidade Estadual de Campinas";"2006-2020";"Sociology and Political Science (Q2)"
32;20135;"Cadernos de Saude Publica";journal;"0102311X, 16784464";0,568;Q2;77;295;872;7896;878;730;0,79;26,77;Brazil;Latin America;"Fundacao Oswaldo Cruz";"1998-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
33;4700151729;"Ciencia e Saude Coletiva";journal;"14138123";0,566;Q2;46;386;1134;12347;1044;1084;0,81;31,99;Brazil;Latin America;"Associacao Brasileira de Pos - Graduacao em Saude Coletiva";"2006-2020";"Health Policy (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
34;4700152616;"Chungara";journal;"07161182";0,565;Q1;24;41;145;2056;110;131;0,67;50,15;Chile;Latin America;"Universidad de Tarapaca";"2000-2002, 2004, 2006-2020";"Anthropology (Q1); Archeology (Q1)"
35;5200153106;"Neotropical Ichthyology";journal;"16796225";0,559;Q2;40;69;216;3917;296;216;1,23;56,77;Brazil;Latin America;"Sociedade Brasileira de Ictiologia";"2006-2020";"Aquatic Science (Q2)"
36;38490;"Bragantia";journal;"00068705";0,555;Q2;32;61;177;1864;209;175;1,09;30,56;Brazil;Latin America;"Instituto Agronomico";"1977, 1979, 1985, 1992-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2)"
37;4700152859;"Maderas: Ciencia y Tecnologia";journal;"07173644, 0718221X";0,546;Q1;26;45;191;1389;225;185;1,17;30,87;Chile;Latin America;"Universidade Federal de Sao Carlos";"2001-2002, 2006-2020";"Industrial and Manufacturing Engineering (Q1); Chemical Engineering (miscellaneous) (Q2); Forestry (Q2); Materials Science (miscellaneous) (Q2)"
38;17300154961;"MEDICC Review";journal;"15273172, 15557960";0,544;Q2;21;33;145;886;162;96;0,63;26,85;United States;Northern America;"MEDICC Medical Education Cooperation with Cuba";"2009-2020";"Medicine (miscellaneous) (Q2)"
39;4800156203;"Revista Brasileira de Engenharia Agricola e Ambiental";journal;"14154366, 18071929";0,541;Q2;35;159;540;3540;516;540;0,80;22,26;Brazil;Latin America;"Departamento de Engenharia Agricola - UFCG/Cnpq";"2006-2020";"Agronomy and Crop Science (Q2); Environmental Engineering (Q2)"
40;4000148010;"Clinics";journal;"19805322, 18075932";0,536;Q2;61;120;419;3764;638;399;1,34;31,37;Brazil;Latin America;"University of Sao Paolo";"1945-1946, 2005-2020";"Medicine (miscellaneous) (Q2)"
41;13841;"Brazilian Journal of Biology";journal;"15196984, 16784375";0,523;Q2;53;121;555;4169;510;502;0,82;34,45;Brazil;Latin America;"Instituto Internacional de Ecologia";"2000-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2)"
42;13900154710;"Latin American Journal of Solids and Structures";journal;"16797825, 16797817";0,522;Q2;32;127;416;4264;509;412;0,93;33,57;Brazil;Latin America;"Brazilian Association of Computational Mechanics";"2003-2020";"Aerospace Engineering (Q2); Automotive Engineering (Q2); Civil and Structural Engineering (Q2); Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2); Ocean Engineering (Q2)"
43;24247;"Anais Brasileiros de Dermatologia";journal;"03650596, 18064841";0,520;Q3;44;276;672;4448;885;627;1,01;16,12;Brazil;Latin America;"Elsevier BV";"1963-1977, 1979-1980, 1990-2020";"Dermatology (Q3)"
44;13302;"Arquivos Brasileiros de Oftalmologia";journal;"16782925, 00042749";0,518;Q2;29;101;333;2045;348;285;1,08;20,25;Brazil;Latin America;"Conselho Brasileiro De Oftalmologia";"1945, 1949, 1960-1977, 1979-1994, 2000-2020";"Medicine (miscellaneous) (Q2); Ophthalmology (Q3)"
45;21100422060;"Archives of endocrinology and metabolism";journal;"23593997, 23594292";0,505;Q3;50;101;330;3124;482;292;1,13;30,93;Brazil;Latin America;"Segmento Farma Editores";"2015-2020";"Endocrinology, Diabetes and Metabolism (Q3)"
46;52142;"Pesquisa odontologica brasileira = Brazilian oral research";journal;"15177491";0,505;Q2;45;114;342;1528;448;336;1,22;13,40;Brazil;Latin America;"University of Sao Paolo";"2001-2020";"Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
47;21100227020;"Latin American Journal of Sedimentology and Basin Analysis";journal;"18514979, 16697316";0,502;Q2;16;10;27;596;34;25;1,13;59,60;Argentina;Latin America;"Asociacion Argentina de Sedimentologia";"2005-2020";"Geology (Q2); Paleontology (Q2); Stratigraphy (Q2)"
48;16900154709;"Revista Ciencia Agronomica";journal;"00456888, 18066690";0,498;Q2;26;104;316;2760;282;316;0,79;26,54;Brazil;Latin America;"Universidade Federal do Ceara";"2008-2020";"Agronomy and Crop Science (Q2); Horticulture (Q2); Soil Science (Q2)"
49;60803;"Gaceta Sanitaria";journal;"02139111";0,495;Q2;42;108;397;2508;369;314;0,87;23,22;Spain;Western Europe;"Ediciones Doyma, S.L.";"1987-2020";"Public Health, Environmental and Occupational Health (Q2)"
50;21100197910;"Dental Press Journal of Orthodontics";journal;"21776709, 21769451";0,489;Q2;22;77;271;1841;229;239;0,68;23,91;Brazil;Latin America;"Dental Press Editora Ltda";"2010-2020";"Orthodontics (Q2); Oral Surgery (Q3)"
51;5200152619;"Revista de Sociologia e Politica";journal;"01044478";0,482;Q2;13;30;97;1466;46;92;0,52;48,87;Brazil;Latin America;"Universidade Federal do Parana";"2006-2020";"Sociology and Political Science (Q2)"
52;6300153121;"Journal of Theoretical and Applied Electronic Commerce Research";journal;"07181876";0,477;Q2;30;18;58;836;137;51;1,11;46,44;Chile;Latin America;"Universidad de Talca";"2007-2020";"Business, Management and Accounting (miscellaneous) (Q2); Computer Science Applications (Q2)"
53;24371;"Brazilian Dental Journal";journal;"01036440";0,476;Q2;50;110;349;3079;431;349;1,18;27,99;Brazil;Latin America;"Associacao Brasileira de Divulgacao Cientifica";"1990-2020";"Dentistry (miscellaneous) (Q2)"
54;18807;"Onderstepoort Journal of Veterinary Research";journal;"22190635, 00302465";0,473;Q2;35;30;115;1147;141;115;1,24;38,23;South Africa;Africa;"AOSIS (Pty) Ltd";"1965-2020";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
55;19700174681;"Revista Paulista de Pediatria";journal;"19840462, 01030582";0,472;Q2;21;72;242;1927;247;233;0,96;26,76;Brazil;Latin America;"Sao Paulo Pediatric Society";"2010-2021";"Pediatrics, Perinatology and Child Health (Q2)"
56;72196;"Pesquisa Agropecuaria Brasileira";journal;"0100204X, 16783921";0,469;Q2;56;148;494;4122;447;492;0,75;27,85;Brazil;Latin America;"Embrapa";"1978, 1983-1984, 1986-1987, 1996-2020";"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2)"
57;21100200823;"International Archives of Otorhinolaryngology";journal;"18099777, 18094864";0,468;Q3;17;71;193;1870;225;181;1,11;26,34;United States;Northern America;"Thieme Medical Publishers Inc.";"2011-2020";"Otorhinolaryngology (Q3)"
58;4500151502;"Food Science and Technology";journal;"01012061, 1678457X";0,467;Q2;43;131;298;4366;426;298;1,28;33,33;Brazil;Latin America;"Sociedade Brasileira de Ciencia e Tecnologia de Alimentos, SBCTA";"2006-2020";"Food Science (Q2); Biotechnology (Q3)"
59;19317;"Salud Publica de Mexico";journal;"16067916, 00363634";0,465;Q3;54;149;369;3178;322;279;0,76;21,33;Mexico;Latin America;"Instituto Nacional de Salud Publica";"1961-2020";"Public Health, Environmental and Occupational Health (Q3)"
60;21100246535;"Lankesteriana";journal;"14093871, 22152067";0,458;Q2;13;33;73;899;61;71;0,87;27,24;Costa Rica;Latin America;"Universidad de Costa Rica";"2004-2007, 2013-2020";"Plant Science (Q2)"
61;4300151410;"Revista Arvore";journal;"01006762";0,458;Q2;30;48;360;1347;209;360;0,39;28,06;Brazil;Latin America;"Sociedade de Investigacoes Florestais";"2006-2020";"Forestry (Q2)"
62;82230;"Revista Ceres";journal;"0034737X, 21773491";0,458;Q2;16;80;324;2196;200;324;0,48;27,45;Brazil;Latin America;"Universidade Federal De Vicosa";"1978, 1980, 1982, 1984, 2012-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
63;22604;"Revista Panamericana de Salud Publica/Pan American Journal of Public Health";journal;"16805348, 10204989";0,452;Q3;57;55;398;1522;320;362;0,79;27,67;United States;Northern America;"Pan American Health Organization";"1997-2020";"Public Health, Environmental and Occupational Health (Q3)"
64;4700152701;"Pharmacy Practice";journal;"1885642X, 18863655";0,451;Q2;24;50;113;1546;145;109;1,18;30,92;Spain;Western Europe;"Centro de Investigaciones y Publicaciones Farmaceuticas";"2006-2020";"Pharmaceutical Science (Q2); Pharmacy (Q2)"
65;18349;"South African Medical Journal";journal;"02569574, 20785135";0,450;Q3;57;295;1206;5178;873;772;0,67;17,55;South Africa;Africa;"South African Medical Association";"1945-2020";"Medicine (miscellaneous) (Q3)"
66;12079;"Atmosfera";journal;"01876236";0,449;Q3;29;25;80;898;102;79;1,23;35,92;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1988-2020";"Atmospheric Science (Q3)"
67;14224;"Arquivos de Neuro-Psiquiatria";journal;"16784227, 0004282X";0,448;Q3;48;197;653;3803;599;487;0,91;19,30;Brazil;Latin America;"Arquivos de Neuro-Psiquiatria";"1945-1965, 1971-2020";"Biological Psychiatry (Q3); Neurology (clinical) (Q3)"
68;19300157105;"HTS Teologiese Studies / Theological Studies";journal;"20728050, 02599422";0,448;Q1;15;209;661;7949;264;655;0,37;38,03;South Africa;Africa;"AOSIS (Pty) Ltd";"1987, 2004-2006, 2008-2020";"Religious Studies (Q1)"
69;4500151503;"Jornal Brasileiro de Pneumologia";journal;"18063713, 18063756";0,448;Q3;39;100;314;2309;321;203;0,91;23,09;Brazil;Latin America;"Sociedade Brasileira de Pneumologia e Tisiologia";"2004-2020";"Pulmonary and Respiratory Medicine (Q3)"
70;7000153201;"Estudios Atacamenos";journal;"07181043, 07160925";0,446;Q1;16;37;85;2750;51;79;0,70;74,32;Chile;Latin America;"Universidad Catolica del Norte";"2007-2020";"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Cultural Studies (Q1); History (Q1)"
71;4700152300;"Brazilian Journal of Otorhinolaryngology";journal;"18088694, 18088686";0,443;Q3;33;125;348;2589;336;308;1,07;20,71;Brazil;Latin America;"Elsevier Editora Ltda";"2005-2020";"Otorhinolaryngology (Q3)"
72;21100199539;"Politica Criminal";journal;"07183399";0,442;Q2;7;29;68;2000;22;68;0,34;68,97;Chile;Latin America;"Centro de Estudios de Derecho Penal de la Universidad de Talca";"2009-2020";"Law (Q2); Sociology and Political Science (Q2)"
73;5400152628;"Revista Brasileira de Farmacognosia";journal;"0102695X, 1981528X";0,433;Q2;46;115;301;4650;600;296;1,79;40,43;Brazil;Latin America;"Springer Nature Switzerland AG";"2007-2020";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2)"
74;19500157320;"Acta Scientiarum - Agronomy";journal;"18078621, 16799275";0,431;Q2;28;60;181;1856;167;180;0,89;30,93;Brazil;Latin America;"Universidade Estadual de Maringa";"2008-2021";"Agronomy and Crop Science (Q2)"
75;4000151814;"Radiologia Brasileira";journal;"01003984";0,431;Q3;17;115;301;2109;382;177;1,51;18,34;Brazil;Latin America;"Colegio Brasileiro de Radiologia";"2006-2020";"Radiology, Nuclear Medicine and Imaging (Q3)"
76;19900191915;"Intersecciones en Antropologia";journal;"16662105, 1850373X";0,428;Q2;11;28;139;1158;58;134;0,36;41,36;Argentina;Latin America;"Universidad Nacional del Centro de la Provincia de Buenos Aires";"2010-2019";"Anthropology (Q2)"
77;11800154572;"Brazilian Journal of Oceanography";journal;"16798759, 1982436X";0,425;Q3;25;46;131;2188;123;119;0,97;47,57;Brazil;Latin America;"University of Sao Paolo";"2008-2019";"Oceanography (Q3)"
78;24880;"South African Journal of Science";journal;"03708462, 00382353";0,425;Q2;61;100;290;3131;328;228;1,08;31,31;South Africa;Africa;"National Research Foundation";"1973-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Earth and Planetary Sciences (miscellaneous) (Q2)"
79;19900192340;"Cuadernos de Psicologia del Deporte";journal;"15788423";0,423;Q3;18;50;188;1882;182;179;0,92;37,64;Spain;Western Europe;"University of Murcia";"2011-2020";"Applied Psychology (Q3)"
80;4700152414;"Revista Mexicana de Biodiversidad";journal;"18705081, 1870509X";0,421;Q3;24;132;471;6202;406;470;0,67;46,98;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2006-2020";"Ecology, Evolution, Behavior and Systematics (Q3)"
81;5400152643;"Ciencia Florestal";journal;"19805098, 01039954";0,420;Q2;21;120;320;4077;164;320;0,45;33,98;Brazil;Latin America;"Universidade Federal de Santa Maria";"2007-2020";"Forestry (Q2)"
82;18659;"Anais da Academia Brasileira de Ciencias";journal;"00013765, 16782690";0,418;Q1;58;256;574;11070;657;561;1,08;43,24;Brazil;Latin America;"Academia Brasileira de Ciencias";"1945-1946, 1949, 1970-1992, 1994-2020";"Multidisciplinary (Q1)"
83;19900193855;"Revista de Psicologia del Trabajo y de las Organizaciones";journal;"15765962, 21740534";0,418;Q2;17;23;61;1563;89;61;1,53;67,96;Spain;Western Europe;"Colegio Oficial de Psicologos de Madrid";"2011-2019";"Organizational Behavior and Human Resource Management (Q2); Social Psychology (Q3)"
84;12045;"Interface: Communication, Health, Education";journal;"18075762, 14143283";0,417;Q2;21;122;359;3028;149;315;0,41;24,82;Brazil;Latin America;"Fundacao UNI Botucatu/UNESP";"1980, 2004, 2007-2020";"Communication (Q2); Education (Q2); Health (social science) (Q2)"
85;4900153108;"Papeis Avulsos de Zoologia";journal;"00311049, 18070205";0,417;Q2;26;39;79;1767;75;79;0,74;45,31;Brazil;Latin America;"University of Sao Paolo";"2002-2020";"Animal Science and Zoology (Q2)"
86;25359;"Revista Espanola de Enfermedades Digestivas";journal;"11300108";0,417;Q3;38;280;586;4072;423;310;0,72;14,54;Spain;Western Europe;"ARAN Ediciones S.A.";"1990-2020";"Gastroenterology (Q3); Medicine (miscellaneous) (Q3)"
87;19700182133;"South African Journal of Education";journal;"20763433, 02560100";0,416;Q2;27;50;171;2166;157;169;0,71;43,32;South Africa;Africa;"Foundation for Education Science and Technology";"2003, 2008-2020";"Education (Q2)"
88;26806;"Ciencias Marinas";journal;"01853880";0,414;Q3;29;18;64;869;71;64;1,07;48,28;Mexico;Latin America;"Universidad Autonoma de Baja California";"1992-2020";"Aquatic Science (Q3)"
89;14786;"Nutricion Hospitalaria";journal;"16995198, 02121611";0,411;Q3;53;254;1608;7756;1502;1555;0,84;30,54;Spain;Western Europe;"ARAN Ediciones S.A.";"1989-2020";"Medicine (miscellaneous) (Q3); Nutrition and Dietetics (Q3)"
90;4700152500;"Revista Brasileira de Fruticultura";journal;"01002945";0,410;Q2;28;82;388;2215;267;382;0,54;27,01;Brazil;Latin America;"Sociedade Brasileira de Fruticultura";"2006-2020";"Agronomy and Crop Science (Q2); Food Science (Q2); Plant Science (Q2)"
91;61695;"Journal of the South African Veterinary Association";journal;"10199128, 22249435";0,407;Q2;31;31;92;938;96;90;0,93;30,26;South Africa;Africa;"AOSIS (Pty) Ltd";"1945, 1948, 1961, 1971-2020";"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
92;4300151406;"Revista Brasileira de Entomologia";journal;"00855626, 18069665";0,406;Q2;31;51;172;1776;155;171;0,92;34,82;Brazil;Latin America;"Sociedade Brasileira de Entomologia";"2003, 2005-2020";"Insect Science (Q2)"
93;19700201507;"Zoologia";journal;"19844689, 19844670";0,405;Q2;32;39;182;1481;166;180;0,78;37,97;Brazil;Latin America;"Sociedade Brasileira de Zoologia";"2009-2020";"Animal Science and Zoology (Q2)"
94;19200156918;"Anales de Psicologia";journal;"16952294, 02129728";0,402;Q3;31;84;335;4006;375;334;0,77;47,69;Spain;Western Europe;"Universidad de Murcia Servicio de Publicaciones";"2008-2020";"Psychology (miscellaneous) (Q3)"
95;100147322;"Materials Research";journal;"15161439";0,398;Q2;49;361;738;10633;1059;732;1,30;29,45;Brazil;Latin America;"Universidade Federal de Sao Carlos";"2005-2020";"Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Condensed Matter Physics (Q3); Mechanics of Materials (Q3)"
96;28247;"Arquivos de Gastroenterologia";journal;"16784219, 00042803";0,396;Q3;30;68;189;2083;201;173;0,88;30,63;Brazil;Latin America;"IBEPEGE - Inst. Bras. Estudos Pesquisas Gastroent.";"1973-2020";"Gastroenterology (Q3)"
97;146161;"Acta Cirurgica Brasileira";journal;"01028650";0,395;Q3;30;115;428;2991;410;422;1,00;26,01;Brazil;Latin America;"Sociedade Brasileira para o Desenvolvimento de Pesquisa em Cirurgia";"2002-2020";"Surgery (Q3)"
98;16349;"Brazilian Journal of Chemical Engineering";journal;"01046632";0,395;Q2;52;100;286;3636;445;283;1,04;36,36;Brazil;Latin America;"Association Brasiliera de Eng. Quimica / Braz. Soc. Chem. Eng.";"1995-2020";"Chemical Engineering (miscellaneous) (Q2)"
99;12400154709;"Terapia Psicologica";journal;"07166184, 07184808";0,394;Q3;20;26;67;1286;76;67;1,09;49,46;Chile;Latin America;"Sociedad Chilena de Psicologia Clinica";"2008-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
100;19700181006;"Revista Caatinga";journal;"0100316X, 19832125";0,388;Q2;18;120;352;3454;196;348;0,52;28,78;Brazil;Latin America;"Universidade Federal Rural do Semi-Arid";"2010-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2)"
101;54988;"South African Journal of Animal Sciences";journal;"03751589";0,387;Q2;33;89;136;3463;142;135;1,04;38,91;South Africa;Africa;"Bureau for Scientific Publications";"1974, 1996-2020";"Animal Science and Zoology (Q2)"
102;5700160328;"Saude e Sociedade";journal;"01041290";0,384;Q2;20;87;339;2921;173;322;0,54;33,57;Brazil;Latin America;"University of Sao Paolo";"2008-2020";"Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q3)"
103;93433;"Southern African Journal of HIV Medicine";journal;"16089693";0,384;Q3;18;18;44;541;26;34;1,10;30,06;South Africa;Africa;"AOSIS (Pty) Ltd";"2001-2020";"Infectious Diseases (Q3)"
104;19200157040;"Ciencia e Agrotecnologia";journal;"14137054, 19811829";0,383;Q2;30;60;185;2325;183;185;0,73;38,75;Brazil;Latin America;"Federal University of Lavras";"2007-2020";"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Food Science (Q2); Veterinary (miscellaneous) (Q2); Soil Science (Q3)"
105;21100203104;"African Journal of Primary Health Care and Family Medicine";journal;"20712936, 20712928";0,381;Q2;20;69;211;1932;140;204;0,58;28,00;South Africa;Africa;"AOSIS (Pty) Ltd";"2009-2020";"Family Practice (Q2); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
